INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	STRING	INT	STRING	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	STRING	STRING
10204003	1	2	4	3	0	261	1	-1	-1	象牙扇	30	象牙所制，质地细密坚韧，庄重典雅，古色古香。	880	70	3	0	377000	-1	-1	377000	-1	-1	377000	-1	-1	377000	-1	-1	377000	-1	-1	377000	-1	-1	-1	1275000	630000	-1	-1	-1	-1	-1	1275000	630000	-1	-1	-1	-1	-1	-1	-1	1275000	-1	377000	25000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	25000	25000	-1	-1	-1	18	-1	18	-1	-1	-1	-1	-1	-1	-1	-1	-1	Fan2_5	武器
10204004	1	2	4	4	0	266	1	-1	-1	白玉扇	40	白玉为骨，金丝为面，华丽贵重，乃当年西夏进贡之物。	1080	70	3	1	377000	-1	-1	377000	-1	-1	377000	-1	-1	377000	-1	-1	377000	-1	-1	377000	-1	-1	-1	1275000	630000	-1	-1	-1	-1	-1	1275000	630000	-1	-1	-1	-1	-1	-1	-1	1275000	-1	377000	25000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	25000	25000	-1	-1	-1	28	-1	28	-1	-1	-1	-1	-1	-1	-1	-1	-1	Fan2_10	武器
10204005	1	2	4	5	0	271	1	-1	-1	火云扇	50	扇形奇异，通体红色，像燃烧的红云一般。	1355	80	3	1	377000	-1	-1	377000	-1	-1	377000	-1	-1	377000	-1	-1	377000	-1	-1	377000	-1	-1	-1	1275000	630000	-1	-1	-1	-1	-1	1275000	630000	-1	-1	-1	-1	-1	-1	-1	1275000	-1	377000	25000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	25000	25000	-1	-1	-1	40	-1	40	-1	-1	-1	-1	-1	-1	-1	-1	-1	Fan2_15	武器
10204006	1	2	4	6	0	274	1	-1	-1	伏魔扇	60	不知为何物质打造，扇体中央有一玉石，传为伏魔罗汉眼睛所化，目之所及，妖魔无遁。	2195	80	3	2	377000	-1	-1	377000	-1	-1	377000	-1	-1	377000	-1	-1	377000	-1	-1	377000	-1	-1	-1	1275000	630000	-1	-1	-1	-1	-1	1275000	630000	-1	-1	-1	-1	-1	-1	-1	1275000	-1	377000	25000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	25000	25000	-1	-1	-1	57	-1	57	-1	-1	-1	-1	-1	-1	-1	-1	-1	Fan3_2	武器
10204007	1	2	4	7	0	283	1	-1	-1	无形扇	70	大可铺天盖地，小可细如蚁足，利可切金断玉，固可防刀避剑。	3525	90	3	2	377000	-1	-1	377000	-1	-1	377000	-1	-1	377000	-1	-1	377000	-1	-1	377000	-1	-1	-1	1275000	630000	-1	-1	-1	-1	-1	1275000	630000	-1	-1	-1	-1	-1	-1	-1	1275000	-1	377000	25000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	25000	25000	-1	-1	-1	78	-1	78	-1	-1	-1	-1	-1	-1	-1	-1	-1	Fan3_11	武器
10204008	1	2	4	8	0	286	1	-1	-1	化仙扇	80	仙鸟羽毛点缀，华丽灿烂，如腾空而去的仙子，翩然起舞。	5460	90	3	3	377000	-1	-1	377000	-1	-1	377000	-1	-1	377000	-1	-1	377000	-1	-1	377000	-1	-1	-1	1275000	630000	-1	-1	-1	-1	-1	1275000	630000	-1	-1	-1	-1	-1	-1	-1	1275000	-1	377000	25000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	25000	25000	-1	-1	-1	100	-1	100	-1	-1	-1	-1	-1	-1	-1	-1	-1	Fan3_14	武器
10204009	1	2	4	9	0	291	1	-1	-1	承影	90	扇骨长于扇面，顶端尖锋锐利，带有回钩，犹如五行旗子，传为承影传人所造。	8130	100	3	3	377000	-1	-1	377000	-1	-1	377000	-1	-1	377000	-1	-1	377000	-1	-1	377000	-1	-1	-1	1275000	630000	-1	-1	-1	-1	-1	1275000	630000	-1	-1	-1	-1	-1	-1	-1	1275000	-1	377000	25000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	25000	25000	-1	-1	-1	120	-1	120	-1	-1	-1	-1	-1	-1	-1	-1	-1	Fan4_3	武器
10204010	1	2	4	10	0	300	1	-1	-1	缥缈	100	皓月冷千山，缥缈雪风寒。九天仙女舞蹈所用，力量深不可测。	11670	100	3	3	377000	-1	-1	377000	-1	-1	377000	-1	-1	377000	-1	-1	377000	-1	-1	377000	-1	-1	-1	1275000	630000	-1	-1	-1	-1	-1	1275000	630000	-1	-1	-1	-1	-1	-1	-1	1275000	-1	377000	25000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	25000	25000	-1	-1	-1	150	-1	150	-1	-1	-1	-1	-1	-1	-1	-1	-1	Fan4_12	武器
10205001	1	2	5	1	0	184	1	-1	-1	竹枝环	10	竹枝编成的环状武器，适合初入江湖者使用。	620	60	3	0	377000	-1	-1	377000	-1	-1	377000	-1	-1	377000	-1	-1	377000	-1	-1	377000	-1	-1	-1	1275000	630000	-1	-1	-1	-1	-1	1275000	630000	-1	-1	-1	-1	-1	-1	-1	1275000	-1	377000	25000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	25000	25000	-1	-1	-1	4	-1	4	-1	-1	-1	-1	-1	-1	-1	-1	-1	Annulus1_4	武器
10205002	1	2	5	2	0	195	1	-1	-1	紫玉环	20	黄翡绿翠紫为贵，紫色玉石所造，典雅华贵。	725	60	3	0	377000	-1	-1	377000	-1	-1	377000	-1	-1	377000	-1	-1	377000	-1	-1	377000	-1	-1	-1	1275000	630000	-1	-1	-1	-1	-1	1275000	630000	-1	-1	-1	-1	-1	-1	-1	1275000	-1	377000	25000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	25000	25000	-1	-1	-1	9	-1	9	-1	-1	-1	-1	-1	-1	-1	-1	-1	Annulus1_15	武器
10205003	1	2	5	3	0	213	1	-1	-1	冷霜环	30	南海海底所出，传为南海龙女所用，精致无比，寒意隐生。	880	70	3	0	377000	-1	-1	377000	-1	-1	377000	-1	-1	377000	-1	-1	377000	-1	-1	377000	-1	-1	-1	1275000	630000	-1	-1	-1	-1	-1	1275000	630000	-1	-1	-1	-1	-1	-1	-1	1275000	-1	377000	25000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	25000	25000	-1	-1	-1	18	-1	18	-1	-1	-1	-1	-1	-1	-1	-1	-1	Annulus3_1	武器
10205004	1	2	5	4	0	208	1	-1	-1	拂香环	40	波斯进贡之物，晶莹剔透却坚如磐石，有暗香浮动。	1080	70	3	1	377000	-1	-1	377000	-1	-1	377000	-1	-1	377000	-1	-1	377000	-1	-1	377000	-1	-1	-1	1275000	630000	-1	-1	-1	-1	-1	1275000	630000	-1	-1	-1	-1	-1	-1	-1	1275000	-1	377000	25000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	25000	25000	-1	-1	-1	28	-1	28	-1	-1	-1	-1	-1	-1	-1	-1	-1	Annulus2_12	武器
10205005	1	2	5	5	0	202	1	-1	-1	明月环	50	环大如月，光芒四射，舞动起来，犹如海上升明月。	1355	80	3	1	377000	-1	-1	377000	-1	-1	377000	-1	-1	377000	-1	-1	377000	-1	-1	377000	-1	-1	-1	1275000	630000	-1	-1	-1	-1	-1	1275000	630000	-1	-1	-1	-1	-1	-1	-1	1275000	-1	377000	25000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	25000	25000	-1	-1	-1	40	-1	40	-1	-1	-1	-1	-1	-1	-1	-1	-1	Annulus2_5	武器
10205006	1	2	5	6	0	225	1	-1	-1	多情环	60	多情环是这样一种武器，它会像情人的手一样紧紧地索住敌人，一旦缠上就不放手。	2195	80	3	2	377000	-1	-1	377000	-1	-1	377000	-1	-1	377000	-1	-1	377000	-1	-1	377000	-1	-1	-1	1275000	630000	-1	-1	-1	-1	-1	1275000	630000	-1	-1	-1	-1	-1	-1	-1	1275000	-1	377000	25000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	25000	25000	-1	-1	-1	57	-1	57	-1	-1	-1	-1	-1	-1	-1	-1	-1	Annulus3_13	武器
10205007	1	2	5	7	0	226	1	-1	-1	逍遥圈	70	逍遥道人所铸，没有固定身法招式，心到之处圈也到，击败敌人于笑谈之间。	3525	90	3	2	377000	-1	-1	377000	-1	-1	377000	-1	-1	377000	-1	-1	377000	-1	-1	377000	-1	-1	-1	1275000	630000	-1	-1	-1	-1	-1	1275000	630000	-1	-1	-1	-1	-1	-1	-1	1275000	-1	377000	25000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	25000	25000	-1	-1	-1	78	-1	78	-1	-1	-1	-1	-1	-1	-1	-1	-1	Annulus3_14	武器
10205008	1	2	5	8	0	235	1	-1	-1	幽冥圈	80	幽冥渡口的千年石所造，久经戾气熏染，吸收世间怨气，威力惊人。	5460	90	3	3	377000	-1	-1	377000	-1	-1	377000	-1	-1	377000	-1	-1	377000	-1	-1	377000	-1	-1	-1	1275000	630000	-1	-1	-1	-1	-1	1275000	630000	-1	-1	-1	-1	-1	-1	-1	1275000	-1	377000	25000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	25000	25000	-1	-1	-1	100	-1	100	-1	-1	-1	-1	-1	-1	-1	-1	-1	Annulus4_7	武器
10205009	1	2	5	9	0	233	1	-1	-1	清骨轮	90	通身清透，光华潋滟，传说有让人洗髓清骨，脱胎换骨之功效。	8130	100	3	3	377000	-1	-1	377000	-1	-1	377000	-1	-1	377000	-1	-1	377000	-1	-1	377000	-1	-1	-1	1275000	630000	-1	-1	-1	-1	-1	1275000	630000	-1	-1	-1	-1	-1	-1	-1	1275000	-1	377000	25000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	25000	25000	-1	-1	-1	120	-1	120	-1	-1	-1	-1	-1	-1	-1	-1	-1	Annulus4_5	武器
10205010	1	2	5	10	0	238	1	-1	-1	七界宝环	100	传说中的上古神兵，蕴涵着强大的力量，可穿越七生七界轮回之道。	11670	100	3	3	377000	-1	-1	377000	-1	-1	377000	-1	-1	377000	-1	-1	377000	-1	-1	377000	-1	-1	-1	1275000	630000	-1	-1	-1	-1	-1	1275000	630000	-1	-1	-1	-1	-1	-1	-1	1275000	-1	377000	25000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	25000	25000	-1	-1	-1	150	-1	150	-1	-1	-1	-1	-1	-1	-1	-1	-1	Annulus4_10	武器
10210001	1	2	10	1	1	110	1	1	4	粗布帽	2	粗布做的帽子，适合初入江湖者使用。	496	60	3	0	887000	504000	-1	887000	504000	-1	-1	251000	-1	-1	251000	-1	-1	251000	-1	-1	251000	-1	25000	-1	-1	-1	1275000	504000	-1	25000	-1	-1	-1	1275000	504000	-1	25000	-1	-1	-1	504000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	2	-1	2	-1	-1	-1	Hat1_9	帽子
10210002	1	2	10	2	1	110	1	2	4	麻布帽	2	麻布做的帽子，适合初入江湖者使用。	496	60	3	0	887000	504000	-1	887000	504000	-1	-1	251000	-1	-1	251000	-1	-1	251000	-1	-1	251000	-1	25000	-1	-1	-1	1275000	504000	-1	25000	-1	-1	-1	1275000	504000	-1	25000	-1	-1	-1	504000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	2	-1	2	-1	-1	-1	Hat1_9	帽子
10210003	1	2	10	3	1	110	1	3	4	棉布帽	2	棉布做的帽子，适合初入江湖者使用。	496	60	3	0	887000	504000	-1	887000	504000	-1	-1	251000	-1	-1	251000	-1	-1	251000	-1	-1	251000	-1	25000	-1	-1	-1	1275000	504000	-1	25000	-1	-1	-1	1275000	504000	-1	25000	-1	-1	-1	504000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	2	-1	2	-1	-1	-1	Hat1_9	帽子
10210004	1	2	10	4	1	108	1	4	4	纱绒帽	12	纱绒做的帽子，精致无比，华美舒适。	580	60	3	0	887000	504000	-1	887000	504000	-1	-1	251000	-1	-1	251000	-1	-1	251000	-1	-1	251000	-1	25000	-1	-1	-1	1275000	504000	-1	25000	-1	-1	-1	1275000	504000	-1	25000	-1	-1	-1	504000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	4	-1	4	-1	-1	-1	Hat2_10	帽子
10210005	1	2	10	5	1	108	1	5	4	绢丝帽	12	绢丝做的帽子，精致无比，华美舒适。	580	60	3	0	887000	504000	-1	887000	504000	-1	-1	251000	-1	-1	251000	-1	-1	251000	-1	-1	251000	-1	25000	-1	-1	-1	1275000	504000	-1	25000	-1	-1	-1	1275000	504000	-1	25000	-1	-1	-1	504000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	4	-1	4	-1	-1	-1	Hat2_10	帽子
10210006	1	2	10	6	1	105	1	6	4	锦帛帽	22	锦帛做的帽子，美轮美奂，典雅华贵。	704	70	3	1	887000	504000	-1	887000	504000	-1	-1	251000	-1	-1	251000	-1	-1	251000	-1	-1	251000	-1	25000	-1	-1	-1	1275000	504000	-1	25000	-1	-1	-1	1275000	504000	-1	25000	-1	-1	-1	504000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	7	-1	7	-1	-1	-1	Hat1_4	帽子
10210007	1	2	10	7	1	105	1	7	4	丝绸帽	22	丝绸做的帽子，美轮美奂，典雅华贵。	704	70	3	1	887000	504000	-1	887000	504000	-1	-1	251000	-1	-1	251000	-1	-1	251000	-1	-1	251000	-1	25000	-1	-1	-1	1275000	504000	-1	25000	-1	-1	-1	1275000	504000	-1	25000	-1	-1	-1	504000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	7	-1	7	-1	-1	-1	Hat1_4	帽子
10210008	1	2	10	8	1	105	1	8	4	绫罗帽	22	绫罗做的帽子，美轮美奂，典雅华贵。	704	70	3	1	887000	504000	-1	887000	504000	-1	-1	251000	-1	-1	251000	-1	-1	251000	-1	-1	251000	-1	25000	-1	-1	-1	1275000	504000	-1	25000	-1	-1	-1	1275000	504000	-1	25000	-1	-1	-1	504000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	7	-1	7	-1	-1	-1	Hat1_4	帽子
10210009	1	2	10	9	1	119	1	9	4	狼牙帽	32	镶有狼牙的帽子，初露锋芒，坚固有力。	864	70	3	1	887000	504000	-1	887000	504000	-1	-1	251000	-1	-1	251000	-1	-1	251000	-1	-1	251000	-1	25000	-1	-1	-1	1275000	504000	-1	25000	-1	-1	-1	1275000	504000	-1	25000	-1	-1	-1	504000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	10	-1	10	-1	-1	-1	Hat2_11	帽子
10210010	1	2	10	10	1	119	1	10	4	狼爪帽	32	镶有狼爪的帽子，初露锋芒，坚固有力。	864	70	3	1	887000	504000	-1	887000	504000	-1	-1	251000	-1	-1	251000	-1	-1	251000	-1	-1	251000	-1	25000	-1	-1	-1	1275000	504000	-1	25000	-1	-1	-1	1275000	504000	-1	25000	-1	-1	-1	504000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	10	-1	10	-1	-1	-1	Hat2_11	帽子
10210011	1	2	10	11	1	119	1	11	4	狼皮帽	32	狼皮做的帽子，初露锋芒，坚固有力。	864	70	3	1	887000	504000	-1	887000	504000	-1	-1	251000	-1	-1	251000	-1	-1	251000	-1	-1	251000	-1	25000	-1	-1	-1	1275000	504000	-1	25000	-1	-1	-1	1275000	504000	-1	25000	-1	-1	-1	504000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	10	-1	10	-1	-1	-1	Hat2_11	帽子
10210012	1	2	10	12	1	113	1	12	4	虎牙帽	42	镶有虎牙的帽子，锋芒毕露，霸气十足。	1084	80	3	2	887000	504000	-1	887000	504000	-1	-1	251000	-1	-1	251000	-1	-1	251000	-1	-1	251000	-1	25000	-1	-1	-1	1275000	504000	-1	25000	-1	-1	-1	1275000	504000	-1	25000	-1	-1	-1	504000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	13	-1	13	-1	-1	-1	Hat2_3	帽子
10210013	1	2	10	13	1	113	1	13	4	虎爪帽	42	镶有虎爪的帽子，锋芒毕露，霸气十足。	1084	80	3	2	887000	504000	-1	887000	504000	-1	-1	251000	-1	-1	251000	-1	-1	251000	-1	-1	251000	-1	25000	-1	-1	-1	1275000	504000	-1	25000	-1	-1	-1	1275000	504000	-1	25000	-1	-1	-1	504000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	13	-1	13	-1	-1	-1	Hat2_3	帽子
10210014	1	2	10	14	1	113	1	14	4	虎皮帽	42	虎皮做的帽子，锋芒毕露，霸气十足。	1084	80	3	2	887000	504000	-1	887000	504000	-1	-1	251000	-1	-1	251000	-1	-1	251000	-1	-1	251000	-1	25000	-1	-1	-1	1275000	504000	-1	25000	-1	-1	-1	1275000	504000	-1	25000	-1	-1	-1	504000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	13	-1	13	-1	-1	-1	Hat2_3	帽子
10210015	1	2	10	15	1	104	1	15	4	蛟龙帽	52	蛟龙皮和银丝线合制而成，触感柔软，有很强的防御能力。	1756	80	3	2	887000	504000	-1	887000	504000	-1	-1	251000	-1	-1	251000	-1	-1	251000	-1	-1	251000	-1	25000	-1	-1	-1	1275000	504000	-1	25000	-1	-1	-1	1275000	504000	-1	25000	-1	-1	-1	504000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	17	-1	17	-1	-1	-1	Hat1_13	帽子
10210016	1	2	10	16	1	105	1	16	4	乌蚕帽	52	乌蚕丝和银丝线合制而成，触感柔软，有很强的防御能力。	1756	80	3	2	887000	504000	-1	887000	504000	-1	-1	251000	-1	-1	251000	-1	-1	251000	-1	-1	251000	-1	25000	-1	-1	-1	1275000	504000	-1	25000	-1	-1	-1	1275000	504000	-1	25000	-1	-1	-1	504000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	17	-1	17	-1	-1	-1	Hat1_2	帽子
10210017	1	2	10	17	1	115	1	17	4	苍蟒帽	52	蟒蛇皮和银丝线合制而成，触感柔软，有很强的防御能力。	1756	80	3	2	887000	504000	-1	887000	504000	-1	-1	251000	-1	-1	251000	-1	-1	251000	-1	-1	251000	-1	25000	-1	-1	-1	1275000	504000	-1	25000	-1	-1	-1	1275000	504000	-1	25000	-1	-1	-1	504000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	17	-1	17	-1	-1	-1	Hat1_16	帽子
10210018	1	2	10	18	1	118	1	18	4	天枢帽	62	帽身绘有天枢星图，玄妙无比。	2820	90	3	3	887000	504000	-1	887000	504000	-1	-1	251000	-1	-1	251000	-1	-1	251000	-1	-1	251000	-1	25000	-1	-1	-1	1275000	504000	-1	25000	-1	-1	-1	1275000	504000	-1	25000	-1	-1	-1	504000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	22	-1	22	-1	-1	-1	Hat1_10	帽子
10210019	1	2	10	19	1	105	1	19	4	天玑帽	62	帽身绘有天玑星图，玄妙无比。	2820	90	3	3	887000	504000	-1	887000	504000	-1	-1	251000	-1	-1	251000	-1	-1	251000	-1	-1	251000	-1	25000	-1	-1	-1	1275000	504000	-1	25000	-1	-1	-1	1275000	504000	-1	25000	-1	-1	-1	504000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	22	-1	22	-1	-1	-1	Hat1_4	帽子
10210020	1	2	10	20	1	99	1	20	4	天璇帽	62	帽身绘有天璇星图，玄妙无比。	2820	90	3	3	887000	504000	-1	887000	504000	-1	-1	251000	-1	-1	251000	-1	-1	251000	-1	-1	251000	-1	25000	-1	-1	-1	1275000	504000	-1	25000	-1	-1	-1	1275000	504000	-1	25000	-1	-1	-1	504000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	22	-1	22	-1	-1	-1	Hat1_11	帽子
10210021	1	2	10	21	1	107	1	21	4	天权帽	62	帽身绘有天权星图，玄妙无比。	2820	90	3	3	887000	504000	-1	887000	504000	-1	-1	251000	-1	-1	251000	-1	-1	251000	-1	-1	251000	-1	25000	-1	-1	-1	1275000	504000	-1	25000	-1	-1	-1	1275000	504000	-1	25000	-1	-1	-1	504000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	22	-1	22	-1	-1	-1	Hat1_6	帽子
10210022	1	2	10	22	1	113	1	22	4	瑶光帽	62	帽身绘有瑶光星图，玄妙无比。	2820	90	3	3	887000	504000	-1	887000	504000	-1	-1	251000	-1	-1	251000	-1	-1	251000	-1	-1	251000	-1	25000	-1	-1	-1	1275000	504000	-1	25000	-1	-1	-1	1275000	504000	-1	25000	-1	-1	-1	504000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	22	-1	22	-1	-1	-1	Hat2_3	帽子
10210023	1	2	10	23	1	97	1	23	4	开阳帽	62	帽身绘有开阳星图，玄妙无比。	2820	90	3	3	887000	504000	-1	887000	504000	-1	-1	251000	-1	-1	251000	-1	-1	251000	-1	-1	251000	-1	25000	-1	-1	-1	1275000	504000	-1	25000	-1	-1	-1	1275000	504000	-1	25000	-1	-1	-1	504000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	22	-1	22	-1	-1	-1	Hat2_6	帽子
10210024	1	2	10	24	1	99	1	24	4	贪狼帽	71	传为贪狼星君所造，仙气环绕，光彩夺目。	4368	90	3	3	887000	504000	-1	887000	504000	-1	-1	251000	-1	-1	251000	-1	-1	251000	-1	-1	251000	-1	25000	-1	-1	-1	1275000	504000	-1	25000	-1	-1	-1	1275000	504000	-1	25000	-1	-1	-1	504000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	24	-1	24	-1	-1	-1	Hat1_11	帽子
10210025	1	2	10	25	1	118	1	25	4	巨门帽	71	传为巨门星君所造，仙气环绕，光彩夺目。	4368	90	3	3	887000	504000	-1	887000	504000	-1	-1	251000	-1	-1	251000	-1	-1	251000	-1	-1	251000	-1	25000	-1	-1	-1	1275000	504000	-1	25000	-1	-1	-1	1275000	504000	-1	25000	-1	-1	-1	504000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	24	-1	24	-1	-1	-1	Hat1_10	帽子
10210026	1	2	10	26	1	105	1	26	4	禄存帽	71	传为禄存星君所造，仙气环绕，光彩夺目。	4368	90	3	3	887000	504000	-1	887000	504000	-1	-1	251000	-1	-1	251000	-1	-1	251000	-1	-1	251000	-1	25000	-1	-1	-1	1275000	504000	-1	25000	-1	-1	-1	1275000	504000	-1	25000	-1	-1	-1	504000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	24	-1	24	-1	-1	-1	Hat1_4	帽子
10210027	1	2	10	27	1	114	1	27	4	文曲帽	71	传为文曲星君所造，仙气环绕，光彩夺目。	4368	90	3	3	887000	504000	-1	887000	504000	-1	-1	251000	-1	-1	251000	-1	-1	251000	-1	-1	251000	-1	25000	-1	-1	-1	1275000	504000	-1	25000	-1	-1	-1	1275000	504000	-1	25000	-1	-1	-1	504000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	24	-1	24	-1	-1	-1	Hat1_13	帽子
10210028	1	2	10	28	1	95	1	28	4	破军帽	71	传为破军星君所造，仙气环绕，光彩夺目。	4368	90	3	3	887000	504000	-1	887000	504000	-1	-1	251000	-1	-1	251000	-1	-1	251000	-1	-1	251000	-1	25000	-1	-1	-1	1275000	504000	-1	25000	-1	-1	-1	1275000	504000	-1	25000	-1	-1	-1	504000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	24	-1	24	-1	-1	-1	Hat2_14	帽子
10210029	1	2	10	29	1	98	1	29	4	武曲帽	71	传为武曲星君所造，仙气环绕，光彩夺目。	4368	90	3	3	887000	504000	-1	887000	504000	-1	-1	251000	-1	-1	251000	-1	-1	251000	-1	-1	251000	-1	25000	-1	-1	-1	1275000	504000	-1	25000	-1	-1	-1	1275000	504000	-1	25000	-1	-1	-1	504000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	24	-1	24	-1	-1	-1	Hat2_7	帽子
10210030	1	2	10	30	1	96	1	30	4	如来帽	76	如来佛祖遗落世间的帽子，经文护体，刀枪不入。	4368	90	3	3	887000	504000	-1	887000	504000	-1	-1	251000	-1	-1	251000	-1	-1	251000	-1	-1	251000	-1	25000	-1	-1	-1	1275000	504000	-1	25000	-1	-1	-1	1275000	504000	-1	25000	-1	-1	-1	504000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	27	-1	27	-1	-1	-1	Hat1_5	帽子
10210031	1	2	10	31	1	93	1	31	4	龙女帽	76	东海龙女遗落世间的帽子，经文护体，刀枪不入。	4368	90	3	3	887000	504000	-1	887000	504000	-1	-1	251000	-1	-1	251000	-1	-1	251000	-1	-1	251000	-1	25000	-1	-1	-1	1275000	504000	-1	25000	-1	-1	-1	1275000	504000	-1	25000	-1	-1	-1	504000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	27	-1	27	-1	-1	-1	Hat1_1	帽子
