INT	INT	INT	INT	INT	STRING	STRING	STRING	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	STRING
20304009	2	3	4	9	OtherTools2_2	蝎子	一些毒虫，可以用来制毒，酿酒。	5	50	4	20	-1	-1	1	-1	-1	-1	-1	中级虫类
20304010	2	3	4	10	Herbal2_11	蟾蜍	一些毒虫，可以用来制毒，酿酒。	6	60	4	20	-1	-1	1	-1	-1	-1	-1	中级虫类
20304011	2	3	4	11	OtherTools2_3	银环蛇	一些毒虫，可以用来制毒，酿酒。	7	70	4	20	-1	-1	1	-1	-1	-1	-1	高级虫类
20304012	2	3	4	12	OtherTools2_3	金环蛇	一些毒虫，可以用来制毒，酿酒。	8	80	4	20	-1	-1	1	-1	-1	-1	-1	高级虫类
20304013	2	3	4	13	OtherTools2_3	竹叶青	一些毒虫，可以用来制毒，酿酒。	9	90	4	20	-1	-1	1	-1	-1	-1	-1	高级虫类
20304014	2	3	4	14	OtherTools2_3	眼镜蛇	一些毒虫，可以用来制毒，酿酒。	10	100	4	20	-1	-1	1	-1	-1	-1	-1	高级虫类
20304015	2	3	4	15	OtherTools2_3	眼镜王蛇	一些毒虫，可以用来制毒，酿酒。	11	110	4	20	-1	-1	1	-1	-1	-1	-1	高级虫类
20304016	2	3	4	16	Herbal2_11	莽牯朱蛤	一些毒虫，可以用来制毒，酿酒。	12	120	4	20	-1	-1	1	-1	-1	-1	-1	高级虫类
20304017	2	3	4	17	OtherTools2_4	宣纸	用来工艺或者制符的纸。	1	10	4	20	-1	-1	1	-1	-1	-1	-1	杂物
20304018	2	3	4	18	OtherTools2_5	绢纸	用来工艺或者制符的纸。	1	10	4	20	-1	-1	1	-1	-1	-1	-1	杂物
20304019	2	3	4	19	OtherTools2_6	符纸	用来工艺或者制符的纸。	1	10	4	20	-1	-1	1	-1	-1	-1	-1	杂物
20304020	2	3	4	20	OtherTools2_7	冰晶	玄冰术的专用初级道具。	1	10	4	20	-1	-1	1	-1	-1	-1	-1	杂物
20304021	2	3	4	21	OtherTools2_8	寒晶	玄冰术的专用中级道具。	1	10	4	20	-1	-1	1	-1	-1	-1	-1	杂物
20304022	2	3	4	22	OtherTools2_9	淼晶	玄冰术的专用高级道具。	1	10	4	20	-1	-1	1	-1	-1	-1	-1	杂物
20305001	2	3	5	1	OtherTools2_10	蚯蚓	鱼饵。	1	10	4	20	-1	-1	1	-1	-1	-1	-1	杂物
20305002	2	3	5	2	OtherTools2_11	虹虫	鱼饵。	1	10	4	20	-1	-1	1	-1	-1	-1	-1	杂物
20305003	2	3	5	3	OtherTools2_12	沙蚕	鱼饵。	1	10	4	20	-1	-1	1	-1	-1	-1	-1	杂物
20306001	2	3	6	1	Medicine2_7	九转金丹	制作9级药品的必需配料。	9	90	4	20	-1	-1	1	-1	-1	-1	-1	杂物
20306002	2	3	6	2	Medicine2_8	十转金丹	制作10级药品的必需配料。	10	100	4	20	-1	-1	1	-1	-1	-1	-1	杂物
20306003	2	3	6	3	Medicine2_9	十一转金丹	制作11级药品的必需配料。	11	110	4	20	-1	-1	1	-1	-1	-1	-1	杂物
20306004	2	3	6	4	Medicine2_10	十二转金丹	制作12级药品的必需配料。	12	120	4	20	-1	-1	1	-1	-1	-1	-1	杂物
20306005	2	3	6	5	MenpaiGoods_9	九转钢刃	制作9级武器的必需配料。	9	90	4	20	-1	-1	1	-1	-1	-1	-1	杂物
20306006	2	3	6	6	MenpaiGoods_10	十转钢刃	制作10级武器的必需配料。	10	100	4	20	-1	-1	1	-1	-1	-1	-1	杂物
20306007	2	3	6	7	MenpaiGoods_11	十一转钢刃	制作11级武器的必需配料。	11	110	4	20	-1	-1	1	-1	-1	-1	-1	杂物
20306008	2	3	6	8	MenpaiGoods_12	十二转钢刃	制作12级武器的必需配料。	12	120	4	20	-1	-1	1	-1	-1	-1	-1	杂物
20306009	2	3	6	9	MenpaiGoods_9	九转丝线	制作9级防具的必需配料。	9	90	4	20	-1	-1	1	-1	-1	-1	-1	杂物
20306010	2	3	6	10	MenpaiGoods_10	十转丝线	制作10级防具的必需配料。	10	100	4	20	-1	-1	1	-1	-1	-1	-1	杂物
20306011	2	3	6	11	MenpaiGoods_11	十一转丝线	制作11级防具的必需配料。	11	110	4	20	-1	-1	1	-1	-1	-1	-1	杂物
20306012	2	3	6	12	MenpaiGoods_12	十二转丝线	制作12级防具的必需配料。	12	120	4	20	-1	-1	1	-1	-1	-1	-1	杂物
20306013	2	3	6	13	MenpaiGoods_9	九转琥珀	制作9级饰品的必需配料。	9	90	4	20	-1	-1	1	-1	-1	-1	-1	杂物
20306014	2	3	6	14	MenpaiGoods_10	十转琥珀	制作10级饰品的必需配料。	10	100	4	20	-1	-1	1	-1	-1	-1	-1	杂物
20306015	2	3	6	15	MenpaiGoods_11	十一转琥珀	制作11级饰品的必需配料。	11	110	4	20	-1	-1	1	-1	-1	-1	-1	杂物
20306016	2	3	6	16	MenpaiGoods_12	十二转琥珀	制作12级饰品的必需配料。	12	120	4	20	-1	-1	1	-1	-1	-1	-1	杂物
20306017	2	3	6	17	MenpaiGoods_9	九转味精	制作9级食物的必需配料。	9	90	4	20	-1	-1	1	-1	-1	-1	-1	杂物
20306018	2	3	6	18	MenpaiGoods_10	十转味精	制作10级食物的必需配料。	10	100	4	20	-1	-1	1	-1	-1	-1	-1	杂物
20306019	2	3	6	19	MenpaiGoods_11	十一转味精	制作11级食物的必需配料。	11	110	4	20	-1	-1	1	-1	-1	-1	-1	杂物
20306020	2	3	6	20	MenpaiGoods_12	十二转味精	制作12级食物的必需配料。	12	120	4	20	-1	-1	1	-1	-1	-1	-1	杂物
20306021	2	3	6	21	TaskTools2_15	佛光舍利	9级以上开光的必须品。	9	90	4	20	-1	-1	1	-1	-1	-1	-1	杂物
20306022	2	3	6	22	MenpaiGoods_6	不灭圣火	9级以上圣火术的必须品。	9	90	4	20	-1	-1	1	-1	-1	-1	-1	杂物
20306023	2	3	6	23	Medicine2_6	真武金丹	9级以上炼丹的必须品。	9	90	4	20	-1	-1	1	-1	-1	-1	-1	杂物
20306024	2	3	6	24	Scroll_5	天外飞符	9级以上制符的必须品。	9	90	4	20	-1	-1	1	-1	-1	-1	-1	杂物
20306025	2	3	6	25	MenpaiGoods_16	六脉神蛊	9级以上制蛊的必须品。	9	90	4	20	-1	-1	1	-1	-1	-1	-1	杂物
20306026	2	3	6	26	Meet_12	隔夜狗肉	9级以上酿酒的必须品。	9	90	4	20	-1	-1	1	-1	-1	-1	-1	杂物
20306027	2	3	6	27	Scroll_6	美人画帖	9级以上奇门遁甲的必须品。	9	90	4	20	-1	-1	1	-1	-1	-1	-1	杂物
20306028	2	3	6	28	Ability_Ambush	千年老毒	9级以上制毒的必须品。	9	90	4	20	-1	-1	1	-1	-1	-1	-1	杂物
20306029	2	3	6	29	MenpaiGoods_9	无极冰块	9级以上玄冰术的必须品。	9	90	4	20	-1	-1	1	-1	-1	-1	-1	杂物
20307001	2	3	7	1	Scroll_1	染发剂	改变发色。	40	400	4	20	-1	-1	1	-1	-1	-1	-1	杂物
20307101	2	3	7	101	Scroll_1	发型图1	改变发型。	40	400	4	20	-1	-1	1	-1	-1	-1	-1	杂物
20307102	2	3	7	102	Scroll_1	发型图2	改变发型。	41	410	4	20	-1	-1	1	-1	-1	-1	-1	杂物
20307103	2	3	7	103	Scroll_1	发型图3	改变发型。	42	420	4	20	-1	-1	1	-1	-1	-1	-1	杂物
20307104	2	3	7	104	Scroll_1	发型图4	改变发型。	43	430	4	20	-1	-1	1	-1	-1	-1	-1	杂物
20307105	2	3	7	105	Scroll_1	发型图5	改变发型。	44	440	4	20	-1	-1	1	-1	-1	-1	-1	杂物
20308001	2	3	8	1	Scroll_1	大刀打造图1级	打造大刀的必需品。	1	100	4	20	-1	-1	1	-1	-1	-1	-1	打造图
20308002	2	3	8	2	Scroll_1	大刀打造图2级	打造大刀的必需品。	2	200	4	20	-1	-1	1	-1	-1	-1	-1	打造图
20308003	2	3	8	3	Scroll_1	大刀打造图3级	打造大刀的必需品。	3	300	4	20	-1	-1	1	-1	-1	-1	-1	打造图
20308004	2	3	8	4	Scroll_1	大刀打造图4级	打造大刀的必需品。	4	400	4	20	-1	-1	1	-1	-1	-1	-1	打造图
20308005	2	3	8	5	Scroll_1	大刀打造图5级	打造大刀的必需品。	5	500	4	20	-1	-1	1	-1	-1	-1	-1	打造图
20308006	2	3	8	6	Scroll_1	大刀打造图6级	打造大刀的必需品。	6	600	4	20	-1	-1	1	-1	-1	-1	-1	打造图
20308007	2	3	8	7	Scroll_1	大刀打造图7级	打造大刀的必需品。	7	700	4	20	-1	-1	1	-1	-1	-1	-1	打造图
20308008	2	3	8	8	Scroll_1	大刀打造图8级	打造大刀的必需品。	8	800	4	20	-1	-1	1	-1	-1	-1	-1	打造图
20308009	2	3	8	9	Scroll_1	大刀打造图9级	打造大刀的必需品。	9	900	4	20	-1	-1	1	-1	-1	-1	-1	打造图
20308010	2	3	8	10	Scroll_1	大刀打造图10级	打造大刀的必需品。	10	1000	4	20	-1	-1	1	-1	-1	-1	-1	打造图
20308011	2	3	8	11	Scroll_1	长枪打造图1级	打造长枪的必需品。	1	100	4	20	-1	-1	1	-1	-1	-1	-1	打造图
20308012	2	3	8	12	Scroll_1	长枪打造图2级	打造长枪的必需品。	2	200	4	20	-1	-1	1	-1	-1	-1	-1	打造图
20308013	2	3	8	13	Scroll_1	长枪打造图3级	打造长枪的必需品。	3	300	4	20	-1	-1	1	-1	-1	-1	-1	打造图
20308014	2	3	8	14	Scroll_1	长枪打造图4级	打造长枪的必需品。	4	400	4	20	-1	-1	1	-1	-1	-1	-1	打造图
20308015	2	3	8	15	Scroll_1	长枪打造图5级	打造长枪的必需品。	5	500	4	20	-1	-1	1	-1	-1	-1	-1	打造图
20308016	2	3	8	16	Scroll_1	长枪打造图6级	打造长枪的必需品。	6	600	4	20	-1	-1	1	-1	-1	-1	-1	打造图
20308017	2	3	8	17	Scroll_1	长枪打造图7级	打造长枪的必需品。	7	700	4	20	-1	-1	1	-1	-1	-1	-1	打造图
20308018	2	3	8	18	Scroll_1	长枪打造图8级	打造长枪的必需品。	8	800	4	20	-1	-1	1	-1	-1	-1	-1	打造图
20308019	2	3	8	19	Scroll_1	长枪打造图9级	打造长枪的必需品。	9	900	4	20	-1	-1	1	-1	-1	-1	-1	打造图
20308020	2	3	8	20	Scroll_1	长枪打造图10级	打造长枪的必需品。	10	1000	4	20	-1	-1	1	-1	-1	-1	-1	打造图
20308021	2	3	8	21	Scroll_1	单短打造图1级	打造单短的必需品。	1	100	4	20	-1	-1	1	-1	-1	-1	-1	打造图
20308022	2	3	8	22	Scroll_1	单短打造图2级	打造单短的必需品。	2	200	4	20	-1	-1	1	-1	-1	-1	-1	打造图
20308023	2	3	8	23	Scroll_1	单短打造图3级	打造单短的必需品。	3	300	4	20	-1	-1	1	-1	-1	-1	-1	打造图
20308024	2	3	8	24	Scroll_1	单短打造图4级	打造单短的必需品。	4	400	4	20	-1	-1	1	-1	-1	-1	-1	打造图
20308025	2	3	8	25	Scroll_1	单短打造图5级	打造单短的必需品。	5	500	4	20	-1	-1	1	-1	-1	-1	-1	打造图
20308026	2	3	8	26	Scroll_1	单短打造图6级	打造单短的必需品。	6	600	4	20	-1	-1	1	-1	-1	-1	-1	打造图
20308027	2	3	8	27	Scroll_1	单短打造图7级	打造单短的必需品。	7	700	4	20	-1	-1	1	-1	-1	-1	-1	打造图
20308028	2	3	8	28	Scroll_1	单短打造图8级	打造单短的必需品。	8	800	4	20	-1	-1	1	-1	-1	-1	-1	打造图
20308029	2	3	8	29	Scroll_1	单短打造图9级	打造单短的必需品。	9	900	4	20	-1	-1	1	-1	-1	-1	-1	打造图
20308030	2	3	8	30	Scroll_1	单短打造图10级	打造单短的必需品。	10	1000	4	20	-1	-1	1	-1	-1	-1	-1	打造图
20308031	2	3	8	31	Scroll_1	双短打造图1级	打造双短的必需品。	1	100	4	20	-1	-1	1	-1	-1	-1	-1	打造图
20308032	2	3	8	32	Scroll_1	双短打造图2级	打造双短的必需品。	2	200	4	20	-1	-1	1	-1	-1	-1	-1	打造图
20308033	2	3	8	33	Scroll_1	双短打造图3级	打造双短的必需品。	3	300	4	20	-1	-1	1	-1	-1	-1	-1	打造图
20308034	2	3	8	34	Scroll_1	双短打造图4级	打造双短的必需品。	4	400	4	20	-1	-1	1	-1	-1	-1	-1	打造图
20308035	2	3	8	35	Scroll_1	双短打造图5级	打造双短的必需品。	5	500	4	20	-1	-1	1	-1	-1	-1	-1	打造图
20308036	2	3	8	36	Scroll_1	双短打造图6级	打造双短的必需品。	6	600	4	20	-1	-1	1	-1	-1	-1	-1	打造图
20308037	2	3	8	37	Scroll_1	双短打造图7级	打造双短的必需品。	7	700	4	20	-1	-1	1	-1	-1	-1	-1	打造图
20308038	2	3	8	38	Scroll_1	双短打造图8级	打造双短的必需品。	8	800	4	20	-1	-1	1	-1	-1	-1	-1	打造图
20308039	2	3	8	39	Scroll_1	双短打造图9级	打造双短的必需品。	9	900	4	20	-1	-1	1	-1	-1	-1	-1	打造图
20308040	2	3	8	40	Scroll_1	双短打造图10级	打造双短的必需品。	10	1000	4	20	-1	-1	1	-1	-1	-1	-1	打造图
20308041	2	3	8	41	Scroll_1	扇打造图1级	打造扇的必需品。	1	100	4	20	-1	-1	1	-1	-1	-1	-1	打造图
20308042	2	3	8	42	Scroll_1	扇打造图2级	打造扇的必需品。	2	200	4	20	-1	-1	1	-1	-1	-1	-1	打造图
20308043	2	3	8	43	Scroll_1	扇打造图3级	打造扇的必需品。	3	300	4	20	-1	-1	1	-1	-1	-1	-1	打造图
20308044	2	3	8	44	Scroll_1	扇打造图4级	打造扇的必需品。	4	400	4	20	-1	-1	1	-1	-1	-1	-1	打造图
20308045	2	3	8	45	Scroll_1	扇打造图5级	打造扇的必需品。	5	500	4	20	-1	-1	1	-1	-1	-1	-1	打造图
20308046	2	3	8	46	Scroll_1	扇打造图6级	打造扇的必需品。	6	600	4	20	-1	-1	1	-1	-1	-1	-1	打造图
20308047	2	3	8	47	Scroll_1	扇打造图7级	打造扇的必需品。	7	700	4	20	-1	-1	1	-1	-1	-1	-1	打造图
20308048	2	3	8	48	Scroll_1	扇打造图8级	打造扇的必需品。	8	800	4	20	-1	-1	1	-1	-1	-1	-1	打造图
20308049	2	3	8	49	Scroll_1	扇打造图9级	打造扇的必需品。	9	900	4	20	-1	-1	1	-1	-1	-1	-1	打造图
20308050	2	3	8	50	Scroll_1	扇打造图10级	打造扇的必需品。	10	1000	4	20	-1	-1	1	-1	-1	-1	-1	打造图
20308051	2	3	8	51	Scroll_1	环打造图1级	打造环的必需品。	1	100	4	20	-1	-1	1	-1	-1	-1	-1	打造图
20308052	2	3	8	52	Scroll_1	环打造图2级	打造环的必需品。	2	200	4	20	-1	-1	1	-1	-1	-1	-1	打造图
20308053	2	3	8	53	Scroll_1	环打造图3级	打造环的必需品。	3	300	4	20	-1	-1	1	-1	-1	-1	-1	打造图
20308054	2	3	8	54	Scroll_1	环打造图4级	打造环的必需品。	4	400	4	20	-1	-1	1	-1	-1	-1	-1	打造图
20308055	2	3	8	55	Scroll_1	环打造图5级	打造环的必需品。	5	500	4	20	-1	-1	1	-1	-1	-1	-1	打造图
20308056	2	3	8	56	Scroll_1	环打造图6级	打造环的必需品。	6	600	4	20	-1	-1	1	-1	-1	-1	-1	打造图
20308057	2	3	8	57	Scroll_1	环打造图7级	打造环的必需品。	7	700	4	20	-1	-1	1	-1	-1	-1	-1	打造图
20308058	2	3	8	58	Scroll_1	环打造图8级	打造环的必需品。	8	800	4	20	-1	-1	1	-1	-1	-1	-1	打造图
20308059	2	3	8	59	Scroll_1	环打造图9级	打造环的必需品。	9	900	4	20	-1	-1	1	-1	-1	-1	-1	打造图
20308060	2	3	8	60	Scroll_1	环打造图10级	打造环的必需品。	10	1000	4	20	-1	-1	1	-1	-1	-1	-1	打造图
20308061	2	3	8	61	Scroll_2	帽子打造图1级	打造帽子的必需品。	1	100	4	20	-1	-1	1	-1	-1	-1	-1	打造图
20308062	2	3	8	62	Scroll_2	帽子打造图2级	打造帽子的必需品。	2	200	4	20	-1	-1	1	-1	-1	-1	-1	打造图
20308063	2	3	8	63	Scroll_2	帽子打造图3级	打造帽子的必需品。	3	300	4	20	-1	-1	1	-1	-1	-1	-1	打造图
20308064	2	3	8	64	Scroll_2	帽子打造图4级	打造帽子的必需品。	4	400	4	20	-1	-1	1	-1	-1	-1	-1	打造图
20308065	2	3	8	65	Scroll_2	帽子打造图5级	打造帽子的必需品。	5	500	4	20	-1	-1	1	-1	-1	-1	-1	打造图
20308066	2	3	8	66	Scroll_2	帽子打造图6级	打造帽子的必需品。	6	600	4	20	-1	-1	1	-1	-1	-1	-1	打造图
20308067	2	3	8	67	Scroll_2	帽子打造图7级	打造帽子的必需品。	7	700	4	20	-1	-1	1	-1	-1	-1	-1	打造图
20308068	2	3	8	68	Scroll_2	帽子打造图8级	打造帽子的必需品。	8	800	4	20	-1	-1	1	-1	-1	-1	-1	打造图
20308069	2	3	8	69	Scroll_2	帽子打造图9级	打造帽子的必需品。	9	900	4	20	-1	-1	1	-1	-1	-1	-1	打造图
20308070	2	3	8	70	Scroll_2	帽子打造图10级	打造帽子的必需品。	10	1000	4	20	-1	-1	1	-1	-1	-1	-1	打造图
20308071	2	3	8	71	Scroll_2	衣服打造图1级	打造衣服的必需品。	1	100	4	20	-1	-1	1	-1	-1	-1	-1	打造图
20308072	2	3	8	72	Scroll_2	衣服打造图2级	打造衣服的必需品。	2	200	4	20	-1	-1	1	-1	-1	-1	-1	打造图
20308073	2	3	8	73	Scroll_2	衣服打造图3级	打造衣服的必需品。	3	300	4	20	-1	-1	1	-1	-1	-1	-1	打造图
20308074	2	3	8	74	Scroll_2	衣服打造图4级	打造衣服的必需品。	4	400	4	20	-1	-1	1	-1	-1	-1	-1	打造图
20308075	2	3	8	75	Scroll_2	衣服打造图5级	打造衣服的必需品。	5	500	4	20	-1	-1	1	-1	-1	-1	-1	打造图
20308076	2	3	8	76	Scroll_2	衣服打造图6级	打造衣服的必需品。	6	600	4	20	-1	-1	1	-1	-1	-1	-1	打造图
20308077	2	3	8	77	Scroll_2	衣服打造图7级	打造衣服的必需品。	7	700	4	20	-1	-1	1	-1	-1	-1	-1	打造图
20308078	2	3	8	78	Scroll_2	衣服打造图8级	打造衣服的必需品。	8	800	4	20	-1	-1	1	-1	-1	-1	-1	打造图
20308079	2	3	8	79	Scroll_2	衣服打造图9级	打造衣服的必需品。	9	900	4	20	-1	-1	1	-1	-1	-1	-1	打造图
20308080	2	3	8	80	Scroll_2	衣服打造图10级	打造衣服的必需品。	10	1000	4	20	-1	-1	1	-1	-1	-1	-1	打造图
20308081	2	3	8	81	Scroll_2	护腕打造图1级	打造护腕的必需品。	1	100	4	20	-1	-1	1	-1	-1	-1	-1	打造图
20308082	2	3	8	82	Scroll_2	护腕打造图2级	打造护腕的必需品。	2	200	4	20	-1	-1	1	-1	-1	-1	-1	打造图
20308083	2	3	8	83	Scroll_2	护腕打造图3级	打造护腕的必需品。	3	300	4	20	-1	-1	1	-1	-1	-1	-1	打造图
20308084	2	3	8	84	Scroll_2	护腕打造图4级	打造护腕的必需品。	4	400	4	20	-1	-1	1	-1	-1	-1	-1	打造图
20308085	2	3	8	85	Scroll_2	护腕打造图5级	打造护腕的必需品。	5	500	4	20	-1	-1	1	-1	-1	-1	-1	打造图
20308086	2	3	8	86	Scroll_2	护腕打造图6级	打造护腕的必需品。	6	600	4	20	-1	-1	1	-1	-1	-1	-1	打造图
20308087	2	3	8	87	Scroll_2	护腕打造图7级	打造护腕的必需品。	7	700	4	20	-1	-1	1	-1	-1	-1	-1	打造图
20308088	2	3	8	88	Scroll_2	护腕打造图8级	打造护腕的必需品。	8	800	4	20	-1	-1	1	-1	-1	-1	-1	打造图
20308089	2	3	8	89	Scroll_2	护腕打造图9级	打造护腕的必需品。	9	900	4	20	-1	-1	1	-1	-1	-1	-1	打造图
20308090	2	3	8	90	Scroll_2	护腕打造图10级	打造护腕的必需品。	10	1000	4	20	-1	-1	1	-1	-1	-1	-1	打造图
20308091	2	3	8	91	Scroll_2	鞋子打造图1级	打造鞋子的必需品。	1	100	4	20	-1	-1	1	-1	-1	-1	-1	打造图
20308092	2	3	8	92	Scroll_2	鞋子打造图2级	打造鞋子的必需品。	2	200	4	20	-1	-1	1	-1	-1	-1	-1	打造图
20308093	2	3	8	93	Scroll_2	鞋子打造图3级	打造鞋子的必需品。	3	300	4	20	-1	-1	1	-1	-1	-1	-1	打造图
20308094	2	3	8	94	Scroll_2	鞋子打造图4级	打造鞋子的必需品。	4	400	4	20	-1	-1	1	-1	-1	-1	-1	打造图
20308095	2	3	8	95	Scroll_2	鞋子打造图5级	打造鞋子的必需品。	5	500	4	20	-1	-1	1	-1	-1	-1	-1	打造图
20308096	2	3	8	96	Scroll_2	鞋子打造图6级	打造鞋子的必需品。	6	600	4	20	-1	-1	1	-1	-1	-1	-1	打造图
20308097	2	3	8	97	Scroll_2	鞋子打造图7级	打造鞋子的必需品。	7	700	4	20	-1	-1	1	-1	-1	-1	-1	打造图
20308098	2	3	8	98	Scroll_2	鞋子打造图8级	打造鞋子的必需品。	8	800	4	20	-1	-1	1	-1	-1	-1	-1	打造图
20308099	2	3	8	99	Scroll_2	鞋子打造图9级	打造鞋子的必需品。	9	900	4	20	-1	-1	1	-1	-1	-1	-1	打造图
20308100	2	3	8	100	Scroll_2	鞋子打造图10级	打造鞋子的必需品。	10	1000	4	20	-1	-1	1	-1	-1	-1	-1	打造图
20308101	2	3	8	101	Scroll_3	项链打造图1级	打造项链的必需品。	1	100	4	20	-1	-1	1	-1	-1	-1	-1	打造图
20308102	2	3	8	102	Scroll_3	项链打造图2级	打造项链的必需品。	2	200	4	20	-1	-1	1	-1	-1	-1	-1	打造图
20308103	2	3	8	103	Scroll_3	项链打造图3级	打造项链的必需品。	3	300	4	20	-1	-1	1	-1	-1	-1	-1	打造图
20308104	2	3	8	104	Scroll_3	项链打造图4级	打造项链的必需品。	4	400	4	20	-1	-1	1	-1	-1	-1	-1	打造图
20308105	2	3	8	105	Scroll_3	项链打造图5级	打造项链的必需品。	5	500	4	20	-1	-1	1	-1	-1	-1	-1	打造图
20308106	2	3	8	106	Scroll_3	项链打造图6级	打造项链的必需品。	6	600	4	20	-1	-1	1	-1	-1	-1	-1	打造图
20308107	2	3	8	107	Scroll_3	项链打造图7级	打造项链的必需品。	7	700	4	20	-1	-1	1	-1	-1	-1	-1	打造图
20308108	2	3	8	108	Scroll_3	项链打造图8级	打造项链的必需品。	8	800	4	20	-1	-1	1	-1	-1	-1	-1	打造图
20308109	2	3	8	109	Scroll_3	项链打造图9级	打造项链的必需品。	9	900	4	20	-1	-1	1	-1	-1	-1	-1	打造图
20308110	2	3	8	110	Scroll_3	项链打造图10级	打造项链的必需品。	10	1000	4	20	-1	-1	1	-1	-1	-1	-1	打造图
20308111	2	3	8	111	Scroll_3	戒指打造图1级	打造戒指的必需品。	1	100	4	20	-1	-1	1	-1	-1	-1	-1	打造图
20308112	2	3	8	112	Scroll_3	戒指打造图2级	打造戒指的必需品。	2	200	4	20	-1	-1	1	-1	-1	-1	-1	打造图
20308113	2	3	8	113	Scroll_3	戒指打造图3级	打造戒指的必需品。	3	300	4	20	-1	-1	1	-1	-1	-1	-1	打造图
20308114	2	3	8	114	Scroll_3	戒指打造图4级	打造戒指的必需品。	4	400	4	20	-1	-1	1	-1	-1	-1	-1	打造图
20308115	2	3	8	115	Scroll_3	戒指打造图5级	打造戒指的必需品。	5	500	4	20	-1	-1	1	-1	-1	-1	-1	打造图
20308116	2	3	8	116	Scroll_3	戒指打造图6级	打造戒指的必需品。	6	600	4	20	-1	-1	1	-1	-1	-1	-1	打造图
20308117	2	3	8	117	Scroll_3	戒指打造图7级	打造戒指的必需品。	7	700	4	20	-1	-1	1	-1	-1	-1	-1	打造图
20308118	2	3	8	118	Scroll_3	戒指打造图8级	打造戒指的必需品。	8	800	4	20	-1	-1	1	-1	-1	-1	-1	打造图
20308119	2	3	8	119	Scroll_3	戒指打造图9级	打造戒指的必需品。	9	900	4	20	-1	-1	1	-1	-1	-1	-1	打造图
20308120	2	3	8	120	Scroll_3	戒指打造图10级	打造戒指的必需品。	10	1000	4	20	-1	-1	1	-1	-1	-1	-1	打造图
20308121	2	3	8	121	Scroll_3	腰饰打造图1级	打造腰饰的必需品。	1	100	4	20	-1	-1	1	-1	-1	-1	-1	打造图
20308122	2	3	8	122	Scroll_3	腰饰打造图2级	打造腰饰的必需品。	2	200	4	20	-1	-1	1	-1	-1	-1	-1	打造图
20308123	2	3	8	123	Scroll_3	腰饰打造图3级	打造腰饰的必需品。	3	300	4	20	-1	-1	1	-1	-1	-1	-1	打造图
20308124	2	3	8	124	Scroll_3	腰饰打造图4级	打造腰饰的必需品。	4	400	4	20	-1	-1	1	-1	-1	-1	-1	打造图
20308125	2	3	8	125	Scroll_3	腰饰打造图5级	打造腰饰的必需品。	5	500	4	20	-1	-1	1	-1	-1	-1	-1	打造图
20308126	2	3	8	126	Scroll_3	腰饰打造图6级	打造腰饰的必需品。	6	600	4	20	-1	-1	1	-1	-1	-1	-1	打造图
20308127	2	3	8	127	Scroll_3	腰饰打造图7级	打造腰饰的必需品。	7	700	4	20	-1	-1	1	-1	-1	-1	-1	打造图
20308128	2	3	8	128	Scroll_3	腰饰打造图8级	打造腰饰的必需品。	8	800	4	20	-1	-1	1	-1	-1	-1	-1	打造图
20308129	2	3	8	129	Scroll_3	腰饰打造图9级	打造腰饰的必需品。	9	900	4	20	-1	-1	1	-1	-1	-1	-1	打造图
20308130	2	3	8	130	Scroll_3	腰饰打造图10级	打造腰饰的必需品。	10	1000	4	20	-1	-1	1	-1	-1	-1	-1	打造图
20309001	2	3	9	1	Corn_2	一品糯米	宫廷八宝粥食材之一，大理李工部正在寻找它。	1	1	4	1	-1	-1	1	-1	-1	1	-1	任务物品
20309002	2	3	9	2	Herbal1_5	一品桂圆	宫廷八宝粥食材之一，大理李工部正在寻找它。	1	1	4	1	-1	-1	1	-1	-1	1	-1	任务物品
20309003	2	3	9	3	Food_7	一品银耳	宫廷八宝粥食材之一，大理李工部正在寻找它。	1	1	4	1	-1	-1	1	-1	-1	1	-1	任务物品
20309004	2	3	9	4	Corn_3	一品莲子	宫廷八宝粥食材之一，大理李工部正在寻找它。	1	1	4	1	-1	-1	1	-1	-1	1	-1	任务物品
20309005	2	3	9	5	Herbal1_3	一品红豆	宫廷八宝粥食材之一，大理李工部正在寻找它。	1	1	4	1	-1	-1	1	-1	-1	1	-1	任务物品
20309006	2	3	9	6	Corn_4	一品花生	宫廷八宝粥食材之一，大理李工部正在寻找它。	1	1	4	1	-1	-1	1	-1	-1	1	-1	任务物品
20309007	2	3	9	7	Corn_5	一品芋头	宫廷八宝粥食材之一，大理李工部正在寻找它。	1	1	4	1	-1	-1	1	-1	-1	1	-1	任务物品
20309008	2	3	9	8	Medicine1_3	一品红枣	宫廷八宝粥食材之一，大理李工部正在寻找它。	1	1	4	1	-1	-1	1	-1	-1	1	-1	任务物品
30001001	3	0	1	1	Medicine1_11	行血散	立即恢复血的药。	1	124	5	10	333001	51	1	2	1	-1	4	药品
30001002	3	0	1	2	Medicine1_12	活血散	立即恢复血的药。	2	290	5	10	333002	51	1	2	2	-1	4	药品
30001003	3	0	1	3	Medicine1_13	金创药	立即恢复血的药。	3	352	5	10	333003	51	1	2	3	-1	4	药品
30001004	3	0	1	4	Medicine1_14	鹿茸丹	立即恢复血的药。	4	432	5	10	333004	51	1	2	4	-1	4	药品
