INT	STRING	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	STRING
149	神霄带配方	10221007	1	6	7	20103008	1	20107014	1	20308127	1	-1	-1	-1	-1	-1	15	-1	-1	-1	-1	6	0	1		3000	-1	-1	腰饰配方
150	七曜腰环配方	10221008	1	6	8	20103009	1	20107015	1	20308128	1	-1	-1	-1	-1	-1	17	-1	-1	-1	-1	6	0	1		3000	-1	-1	腰饰配方
151	紫霞配方	10221009	1	6	9	20103010	1	20107017	1	20308129	1	20306013	1	-1	-1	-1	19	-1	-1	3600000	-1	6	0	1		3000	-1	-1	腰饰配方
152	镇日带配方	10221010	1	6	10	20103011	1	20107018	1	20308130	1	20306014	1	-1	-1	-1	21	-1	-1	3600000	-1	6	0	1		3000	-1	-1	腰饰配方
153	银戒指配方	10422001	1	6	1	20103002	2	20308111	1	-1	-1	-1	-1	-1	-1	-1	3	-1	-1	-1	-1	6	0	1		3000	-1	-1	戒指配方
154	翡翠扳指配方	10422006	1	6	2	20103003	2	20308112	1	-1	-1	-1	-1	-1	-1	-1	5	-1	-1	-1	-1	6	0	1		3000	-1	-1	戒指配方
155	冰茫戒指配方	10422011	1	6	3	20103004	2	20308113	1	-1	-1	-1	-1	-1	-1	-1	7	-1	-1	-1	-1	6	0	1		3000	-1	-1	戒指配方
156	龙纹戒指配方	10422016	1	6	4	20103005	2	20308114	1	-1	-1	-1	-1	-1	-1	-1	9	-1	-1	-1	-1	6	0	1		3000	-1	-1	戒指配方
157	相思配方	10422021	1	6	5	20103006	2	20308115	1	-1	-1	-1	-1	-1	-1	-1	11	-1	-1	-1	-1	6	0	1		3000	-1	-1	戒指配方
158	灵韵配方	10222006	1	6	6	20103007	2	20308116	1	-1	-1	-1	-1	-1	-1	-1	13	-1	-1	-1	-1	6	0	1		3000	-1	-1	戒指配方
159	九宫配方	10222007	1	6	7	20103008	2	20308117	1	-1	-1	-1	-1	-1	-1	-1	15	-1	-1	-1	-1	6	0	1		3000	-1	-1	戒指配方
160	玲珑配方	10222008	1	6	8	20103009	2	20308118	1	-1	-1	-1	-1	-1	-1	-1	17	-1	-1	-1	-1	6	0	1		3000	-1	-1	戒指配方
161	摄魂配方	10222009	1	6	9	20103010	2	20308119	1	20306013	1	-1	-1	-1	-1	-1	19	-1	-1	3600000	-1	6	0	1		3000	-1	-1	戒指配方
162	神祭配方	10222010	1	6	10	20103011	2	20308120	1	20306014	1	-1	-1	-1	-1	-1	21	-1	-1	3600000	-1	6	0	1		3000	-1	-1	戒指配方
163	初级药配方	-1	-1	2	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	2	0	1		3000	700901	-1	用3个初级或2个中级或1个高级药草合成药
164	中级药配方	-1	-1	2	4	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	2	0	1		3000	700902	30003004	用3个中级或2个高级药草合成药
165	高级药配方	-1	-1	2	7	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	2	0	1		3000	700903	30003007	用3个高级药草合成药
166	金创药配方	30001003	1	2	3	20101007	2	20301001	1	-1	-1	-1	-1	-1	-1	7	-1	-1	-1	-1	-1	2	0	1		3000	-1	30003003	我填了
167	归灵丸配方	30002003	1	2	3	20101008	2	20301001	1	-1	-1	-1	-1	-1	-1	7	-1	-1	-1	-1	-1	2	0	1		3000	-1	30003003	我填了
168	天麻膏配方	30003003	1	2	3	20101008	3	-1	-1	-1	-1	-1	-1	-1	-1	7	-1	-1	-1	-1	-1	2	0	1		3000	-1	30003003	我填了
169	翠波散配方	30005011	1	2	3	20101006	1	20101007	1	20301001	1	-1	-1	-1	-1	7	-1	-1	-1	-1	-1	2	0	1		3000	-1	30003003	我填了
170	雷泽散配方	30005013	1	2	3	20101020	1	20101021	1	20301003	1	-1	-1	-1	-1	7	-1	-1	-1	-1	-1	2	0	1		3000	-1	30003003	我填了
171	火护散配方	30005015	1	2	3	20101013	1	20101014	1	20301002	1	-1	-1	-1	-1	7	-1	-1	-1	-1	-1	2	0	1		3000	-1	30003003	我填了
172	避毒散配方	30005017	1	2	3	20101005	1	20101004	1	20301001	1	-1	-1	-1	-1	7	-1	-1	-1	-1	-1	2	0	1		3000	-1	30003003	我填了
173	庇护散配方	30005019	1	2	3	20101006	1	20101007	1	20301001	1	-1	-1	-1	-1	7	-1	-1	-1	-1	-1	2	0	1		3000	-1	30003003	我填了
174	首乌丹配方	30001006	1	2	6	20101016	2	20301002	1	-1	-1	-1	-1	-1	-1	13	-1	-1	-1	-1	-1	2	0	1		3000	-1	30003006	我填了
175	琼丹配方	30002006	1	2	6	20101017	2	20301002	1	-1	-1	-1	-1	-1	-1	13	-1	-1	-1	-1	-1	2	0	1		3000	-1	30003006	我填了
176	红颜膏配方	30003006	1	2	6	20101018	2	20105006	1	-1	-1	-1	-1	-1	-1	13	-1	-1	-1	-1	-1	2	0	1		3000	-1	30003006	我填了
177	霸王丸配方	30004003	1	2	6	20101014	1	20101015	1	20301002	1	-1	-1	-1	-1	13	-1	-1	-1	-1	-1	2	0	1		3000	-1	30003006	我填了
178	仙玉丸配方	30004008	1	2	6	20101013	1	20101014	1	20301002	1	-1	-1	-1	-1	13	-1	-1	-1	-1	-1	2	0	1		3000	-1	30003006	我填了
179	无回丸配方	30004013	1	2	6	20101015	1	20101013	1	20301002	1	-1	-1	-1	-1	13	-1	-1	-1	-1	-1	2	0	1		3000	-1	30003006	我填了
180	梯云丸配方	30004018	1	2	6	20101014	2	20301002	1	-1	-1	-1	-1	-1	-1	13	-1	-1	-1	-1	-1	2	0	1		3000	-1	30003006	我填了
181	神定丸配方	30004023	1	2	6	20101013	2	20301002	1	-1	-1	-1	-1	-1	-1	13	-1	-1	-1	-1	-1	2	0	1		3000	-1	30003006	我填了
182	障罗丸配方	30005003	1	2	6	20101015	2	20301002	1	-1	-1	-1	-1	-1	-1	13	-1	-1	-1	-1	-1	2	0	1		3000	-1	30003006	我填了
183	辉月丸配方	30005008	1	2	6	20101016	2	20301002	1	-1	-1	-1	-1	-1	-1	13	-1	-1	-1	-1	-1	2	0	1		3000	-1	30003006	我填了
184	仙丹魂魄配方	30001009	1	2	9	20101025	2	20301003	1	20306001	1	-1	-1	-1	-1	19	-1	-1	-1	3600000	-1	2	0	1		3000	-1	30003007	我填了
185	仙丹往生配方	30001010	1	2	10	20101028	2	20301003	1	20306002	1	-1	-1	-1	-1	21	-1	-1	-1	3600000	-1	2	0	1		3000	-1	30003007	我填了
186	仙丹金元配方	30002009	1	2	9	20101026	2	20301003	1	20306001	1	-1	-1	-1	-1	19	-1	-1	-1	3600000	-1	2	0	1		3000	-1	30003007	我填了
187	仙丹神通配方	30002010	1	2	10	20101029	2	20301003	1	20306002	1	-1	-1	-1	-1	21	-1	-1	-1	3600000	-1	2	0	1		3000	-1	30003007	我填了
188	延寿膏配方	30003009	1	2	9	20101027	2	20105009	1	20306001	1	-1	-1	-1	-1	19	-1	-1	-1	3600000	-1	2	0	1		3000	-1	30003007	我填了
189	不老膏配方	30003010	1	2	10	20101030	2	20105010	1	20306002	1	-1	-1	-1	-1	21	-1	-1	-1	3600000	-1	2	0	1		3000	-1	30003007	我填了
190	力撼地配方	30004005	1	2	10	20101026	1	20101027	1	20301003	1	20306002	1	-1	-1	21	-1	-1	-1	3600000	-1	2	0	1		3000	-1	30003007	我填了
191	灵仙罗配方	30004010	1	2	10	20101025	1	20101026	1	20301003	1	20306002	1	-1	-1	21	-1	-1	-1	3600000	-1	2	0	1		3000	-1	30003007	我填了
192	体天若配方	30004015	1	2	10	20101027	1	20101025	1	20301003	1	20306002	1	-1	-1	21	-1	-1	-1	3600000	-1	2	0	1		3000	-1	30003007	我填了
193	敏飞升配方	30004020	1	2	10	20101026	2	20301003	1	20306002	1	-1	-1	-1	-1	21	-1	-1	-1	3600000	-1	2	0	1		3000	-1	30003007	我填了
194	定致远配方	30004025	1	2	10	20101025	2	20301003	1	20306002	1	-1	-1	-1	-1	21	-1	-1	-1	3600000	-1	2	0	1		3000	-1	30003007	我填了
195	防列阵配方	30005005	1	2	10	20101027	2	20301003	1	20306002	1	-1	-1	-1	-1	21	-1	-1	-1	3600000	-1	2	0	1		3000	-1	30003007	我填了
196	防阴阳配方	30005010	1	2	10	20101028	2	20301003	1	20306002	1	-1	-1	-1	-1	21	-1	-1	-1	3600000	-1	2	0	1		3000	-1	30003007	我填了
197	龙牙散配方	30006002	1	2	9	20101020	1	20101022	1	20301002	1	-1	-1	-1	-1	19	-1	-1	-1	-1	-1	2	0	1		3000	-1	30003007	我填了
198	伯灵散配方	30006004	1	2	9	20101019	1	20101020	1	20301002	1	-1	-1	-1	-1	19	-1	-1	-1	-1	-1	2	0	1		3000	-1	30003007	我填了
199	冰灵散配方	30006006	1	2	9	20101022	1	20101020	1	20301002	1	-1	-1	-1	-1	19	-1	-1	-1	-1	-1	2	0	1		3000	-1	30003007	我填了
200	金雷散配方	30006008	1	2	9	20101022	1	20101019	1	20301002	1	-1	-1	-1	-1	19	-1	-1	-1	-1	-1	2	0	1		3000	-1	30003007	我填了
201	真火散配方	30006010	1	2	9	20101022	1	20101020	1	20301002	1	-1	-1	-1	-1	19	-1	-1	-1	-1	-1	2	0	1		3000	-1	30003007	我填了
202	九藜散配方	30006012	1	2	9	20101022	2	20301002	1	-1	-1	-1	-1	-1	-1	19	-1	-1	-1	-1	-1	2	0	1		3000	-1	30003007	我填了
203	天眼丹配方	30006014	1	2	9	20101020	2	20301002	1	-1	-1	-1	-1	-1	-1	19	-1	-1	-1	-1	-1	2	0	1		3000	-1	30003007	我填了
204	小经验丹配方	30007001	1	2	11	20101026	1	20101025	1	20301003	1	20306003	1	-1	-1	23	-1	-1	-1	3600000	-1	2	0	0		3000	-1	30003007	我填了
205	大经验丹配方	30007002	1	2	12	20101028	1	20101030	1	20301003	1	20306004	1	-1	-1	25	-1	-1	-1	3600000	-1	2	0	0		3000	-1	30003007	我填了
206	王母仙丹配方	30007003	1	2	12	20101029	1	20101030	1	20301003	1	20306004	1	-1	-1	25	-1	-1	-1	3600000	-1	2	0	0		3000	-1	30003007	我填了
207	英月散配方	30007004	1	2	9	20101016	1	20101017	1	20301002	1	-1	-1	-1	-1	19	-1	-1	-1	-1	-1	2	0	1		3000	-1	30003007	我填了
208	火龙丹配方	30007005	1	2	9	20101017	1	20101018	1	20301002	1	-1	-1	-1	-1	19	-1	-1	-1	-1	-1	2	0	1		3000	-1	30003007	我填了
209	千尺丹配方	30007006	1	2	9	20101018	1	20101019	1	20301002	1	-1	-1	-1	-1	19	-1	-1	-1	-1	-1	2	0	1		3000	-1	30003007	我填了
210	定气散配方	30007007	1	2	9	20101019	1	20101020	1	20301002	1	-1	-1	-1	-1	19	-1	-1	-1	-1	-1	2	0	1		3000	-1	30003007	我填了
211	冥意散配方	30007008	1	2	9	20101020	1	20101021	1	20301002	1	-1	-1	-1	-1	19	-1	-1	-1	-1	-1	2	0	1		3000	-1	30003007	我填了
212	灵触散配方	30007009	1	2	9	20101021	1	20101022	1	20301002	1	-1	-1	-1	-1	19	-1	-1	-1	-1	-1	2	0	1		3000	-1	30003007	我填了
213	初级食物配方	-1	-1	1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	3	-1	-1	-1	-1	-1	1	0	1		3000	700904	-1	用3个初级或2个中级或1个高级材料合成食物
214	中级食物配方	-1	-1	1	4	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	9	-1	-1	-1	-1	-1	1	0	1		3000	700905	30101004	用3个中级或2个高级材料合成食物
215	高级食物配方	-1	-1	1	7	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	15	-1	-1	-1	-1	-1	1	0	1		3000	700906	30101007	用3个高级材料合成食物
216	玉米饼配方	30101003	1	1	3	20104003	2	-1	-1	-1	-1	-1	-1	-1	-1	7	-1	-1	-1	-1	-1	1	0	1		3000	-1	30101003	我填了
217	混沌配方	30101006	1	1	6	20104006	2	-1	-1	-1	-1	-1	-1	-1	-1	13	-1	-1	-1	-1	-1	1	0	1		3000	-1	30101006	我填了
218	麻花配方	30101009	1	1	9	20104009	2	20306017	1	-1	-1	-1	-1	-1	-1	19	-1	-1	-1	-1	-1	1	0	1		3000	-1	30101009	我填了
219	元宵配方	30101010	1	1	10	20104010	2	20306018	1	-1	-1	-1	-1	-1	-1	21	-1	-1	-1	3600000	-1	1	0	1		3000	-1	30101009	我填了
220	水晶丸子配方	30101011	1	1	11	20104011	2	20306019	1	-1	-1	-1	-1	-1	-1	23	-1	-1	-1	3600000	-1	1	0	0		3000	-1	30101009	我填了
221	煎饼配方	30101012	1	1	12	20104012	2	20306020	1	-1	-1	-1	-1	-1	-1	25	-1	-1	-1	3600000	-1	1	0	0		3000	-1	30101009	我填了
222	八宝粥配方	30101015	1	1	3	20104003	1	20102003	1	-1	-1	-1	-1	-1	-1	7	-1	-1	-1	-1	-1	1	0	1		3000	-1	30101003	我填了
223	过桥米线配方	30101018	1	1	6	20104006	1	20102006	1	-1	-1	-1	-1	-1	-1	13	-1	-1	-1	-1	-1	1	0	1		3000	-1	30101006	我填了
224	米糕配方	30101021	1	1	9	20104009	1	20102009	1	20306017	1	-1	-1	-1	-1	19	-1	-1	-1	-1	-1	1	0	1		3000	-1	30101009	我填了
225	桃酥配方	30101022	1	1	10	20104010	1	20102010	1	20306018	1	-1	-1	-1	-1	21	-1	-1	-1	3600000	-1	1	0	1		3000	-1	30101009	我填了
226	粉皮配方	30101023	1	1	11	20104011	1	20102011	1	20306019	1	-1	-1	-1	-1	23	-1	-1	-1	3600000	-1	1	0	0		3000	-1	30101009	我填了
227	窝窝头配方	30101024	1	1	12	20104012	1	20102012	1	20306020	1	-1	-1	-1	-1	25	-1	-1	-1	3600000	-1	1	0	0		3000	-1	30101009	我填了
228	红焖熊爪配方	30102003	1	1	6	20102006	2	-1	-1	-1	-1	-1	-1	-1	-1	13	-1	-1	-1	-1	-1	1	0	1		3000	-1	30101006	我填了
229	紫菜汤配方	30102007	1	1	6	20102005	2	-1	-1	-1	-1	-1	-1	-1	-1	13	-1	-1	-1	-1	-1	1	0	1		3000	-1	30101006	我填了
230	红烧甲鱼配方	30102011	1	1	6	20102007	2	-1	-1	-1	-1	-1	-1	-1	-1	13	-1	-1	-1	-1	-1	1	0	1		3000	-1	30101006	我填了
231	排骨粥配方	30102015	1	1	6	20102005	1	20102006	1	-1	-1	-1	-1	-1	-1	13	-1	-1	-1	-1	-1	1	0	1		3000	-1	30101006	我填了
232	灌汤包配方	30102019	1	1	6	20102005	1	20102007	1	-1	-1	-1	-1	-1	-1	13	-1	-1	-1	-1	-1	1	0	1		3000	-1	30101006	我填了
233	洋参土鳖粥配方	30103001	1	1	12	20104011	2	20104012	2	20306020	1	-1	-1	-1	-1	25	-1	-1	-1	3600000	-1	1	0	0		3000	-1	30101009	我填了
234	小血咒配方	30201001	1	16	1	20304005	1	20101001	1	-1	-1	-1	-1	-1	-1	-1	3	-1	-1	-1	-1	6	0	1		3000	-1	-1	我填了
235	红血咒配方	30201002	1	16	3	20304007	1	20101005	1	-1	-1	-1	-1	-1	-1	-1	7	-1	-1	-1	-1	6	0	1		3000	-1	-1	我填了
236	赤血咒配方	30201003	1	16	5	20304009	1	20101009	1	-1	-1	-1	-1	-1	-1	-1	11	-1	-1	-1	-1	6	0	1		3000	-1	-1	我填了
237	千血咒配方	30201004	1	16	7	20304011	1	20101013	1	-1	-1	-1	-1	-1	-1	-1	15	-1	-1	-1	-1	6	0	1		3000	-1	-1	我填了
238	万血咒配方	30201005	1	16	9	20304013	1	20101017	1	20306028	1	-1	-1	-1	-1	-1	19	-1	-1	-1	-1	6	0	1		3000	-1	-1	我填了
239	小魔咒配方	30201006	1	16	2	20304006	1	20101002	1	-1	-1	-1	-1	-1	-1	-1	5	-1	-1	-1	-1	6	0	1		3000	-1	-1	我填了
240	大魔咒配方	30201007	1	16	4	20304008	1	20101006	1	-1	-1	-1	-1	-1	-1	-1	9	-1	-1	-1	-1	6	0	1		3000	-1	-1	我填了
241	地魔咒配方	30201008	1	16	6	20304010	1	20101010	1	-1	-1	-1	-1	-1	-1	-1	13	-1	-1	-1	-1	6	0	1		3000	-1	-1	我填了
242	鬼魔咒配方	30201009	1	16	8	20304012	1	20101014	1	-1	-1	-1	-1	-1	-1	-1	17	-1	-1	-1	-1	6	0	1		3000	-1	-1	我填了
243	天魔咒配方	30201010	1	16	10	20304014	1	20101018	1	20306028	1	-1	-1	-1	-1	-1	21	-1	-1	3600000	-1	6	0	1		3000	-1	-1	我填了
244	大力舍利配方	30202001	1	11	1	20101003	1	20304001	1	-1	-1	-1	-1	-1	-1	3	-1	-1	-1	-1	-1	11	0	1		3000	-1	-1	我填了
245	象力舍利配方	30202002	1	11	4	20101010	1	20304002	1	-1	-1	-1	-1	-1	-1	9	-1	-1	-1	-1	-1	11	0	1		3000	-1	-1	我填了
246	神力舍利配方	30202003	1	11	7	20101017	1	20304002	1	-1	-1	-1	-1	-1	-1	15	-1	-1	-1	-1	-1	11	0	1		3000	-1	-1	我填了
247	小战火配方	30202004	1	12	1	20101002	1	20304003	1	-1	-1	-1	-1	-1	-1	3	-1	-1	-1	-1	-1	12	0	1		3000	-1	-1	我填了
248	狼烟火配方	30202005	1	12	4	20101009	1	20304004	1	-1	-1	-1	-1	-1	-1	9	-1	-1	-1	-1	-1	12	0	1		3000	-1	-1	我填了
249	连天火配方	30202006	1	12	7	20101016	1	20304004	1	-1	-1	-1	-1	-1	-1	15	-1	-1	-1	-1	-1	12	0	1		3000	-1	-1	我填了
250	花子蚂蚁酒配方	30202007	1	13	1	20101003	1	20304005	1	-1	-1	-1	-1	-1	-1	3	-1	-1	-1	-1	-1	13	0	1		3000	-1	-1	我填了
251	花子蜈蚣酒配方	30202008	1	13	4	20101010	1	20304008	1	-1	-1	-1	-1	-1	-1	9	-1	-1	-1	-1	-1	13	0	1		3000	-1	-1	我填了
252	花子蟒蛇酒配方	30202009	1	13	7	20101017	1	20304011	1	-1	-1	-1	-1	-1	-1	15	-1	-1	-1	-1	-1	13	0	1		3000	-1	-1	我填了
253	通灵丹配方	30202010	1	18	1	20101002	1	20301001	1	-1	-1	-1	-1	-1	-1	3	-1	-1	-1	-1	-1	18	0	1		3000	-1	-1	我填了
254	太极丹配方	30202011	1	18	4	20101009	1	20301002	1	-1	-1	-1	-1	-1	-1	9	-1	-1	-1	-1	-1	18	0	1		3000	-1	-1	我填了
255	圣灵丹配方	30202012	1	18	7	20101016	1	20301003	1	-1	-1	-1	-1	-1	-1	15	-1	-1	-1	-1	-1	18	0	1		3000	-1	-1	我填了
256	通灵帖配方	30202013	1	19	1	20101003	1	20304017	1	-1	-1	-1	-1	-1	-1	3	-1	-1	-1	-1	-1	19	0	1		3000	-1	-1	我填了
257	太极帖配方	30202014	1	19	4	20101010	1	20304018	1	-1	-1	-1	-1	-1	-1	9	-1	-1	-1	-1	-1	19	0	1		3000	-1	-1	我填了
258	圣灵帖配方	30202015	1	19	7	20101017	1	20304019	1	-1	-1	-1	-1	-1	-1	15	-1	-1	-1	-1	-1	19	0	1		3000	-1	-1	我填了
259	通灵蛊配方	30202016	1	15	1	20101002	1	20304005	1	-1	-1	-1	-1	-1	-1	-1	3	-1	-1	-1	-1	15	0	1		3000	-1	-1	我填了
260	太极蛊配方	30202017	1	15	4	20101009	1	20304008	1	-1	-1	-1	-1	-1	-1	-1	9	-1	-1	-1	-1	15	0	1		3000	-1	-1	我填了
261	圣灵蛊配方	30202018	1	15	7	20101016	1	20304011	1	-1	-1	-1	-1	-1	-1	-1	15	-1	-1	-1	-1	15	0	1		3000	-1	-1	我填了
262	壮骨晶配方	30202019	1	14	1	20101003	1	20304020	1	-1	-1	-1	-1	-1	-1	-1	3	-1	-1	-1	-1	14	0	1		3000	-1	-1	我填了
263	强身晶配方	30202020	1	14	4	20101010	1	20304021	1	-1	-1	-1	-1	-1	-1	-1	9	-1	-1	-1	-1	14	0	1		3000	-1	-1	我填了
264	护体晶配方	30202021	1	14	7	20101017	1	20304022	1	-1	-1	-1	-1	-1	-1	-1	15	-1	-1	-1	-1	14	0	1		3000	-1	-1	我填了
265	壮骨舍利配方	30202022	1	11	1	20101002	1	20304001	1	-1	-1	-1	-1	-1	-1	3	-1	-1	-1	-1	-1	11	0	1		3000	-1	-1	我填了
266	强身舍利配方	30202023	1	11	4	20101009	1	20304002	1	-1	-1	-1	-1	-1	-1	9	-1	-1	-1	-1	-1	11	0	1		3000	-1	-1	我填了
267	护体舍利配方	30202024	1	11	7	20101016	1	20304002	1	-1	-1	-1	-1	-1	-1	15	-1	-1	-1	-1	-1	11	0	1		3000	-1	-1	我填了
268	壮骨丹配方	30202025	1	18	1	20101003	1	20301001	1	-1	-1	-1	-1	-1	-1	3	-1	-1	-1	-1	-1	18	0	1		3000	-1	-1	我填了
269	强身丹配方	30202026	1	18	4	20101010	1	20301002	1	-1	-1	-1	-1	-1	-1	9	-1	-1	-1	-1	-1	18	0	1		3000	-1	-1	我填了
270	护体丹配方	30202027	1	18	7	20101017	1	20301003	1	-1	-1	-1	-1	-1	-1	15	-1	-1	-1	-1	-1	18	0	1		3000	-1	-1	我填了
271	壮骨帖配方	30202028	1	19	1	20101002	1	20304017	1	-1	-1	-1	-1	-1	-1	3	-1	-1	-1	-1	-1	19	0	1		3000	-1	-1	我填了
272	强身帖配方	30202029	1	19	4	20101009	1	20304018	1	-1	-1	-1	-1	-1	-1	9	-1	-1	-1	-1	-1	19	0	1		3000	-1	-1	我填了
273	护体帖配方	30202030	1	19	7	20101016	1	20304019	1	-1	-1	-1	-1	-1	-1	15	-1	-1	-1	-1	-1	19	0	1		3000	-1	-1	我填了
274	壮骨蛊配方	30202031	1	15	1	20101003	1	20304005	1	-1	-1	-1	-1	-1	-1	-1	3	-1	-1	-1	-1	15	0	1		3000	-1	-1	我填了
275	强身蛊配方	30202032	1	15	4	20101010	1	20304008	1	-1	-1	-1	-1	-1	-1	-1	9	-1	-1	-1	-1	15	0	1		3000	-1	-1	我填了
276	护体蛊配方	30202033	1	15	7	20101017	1	20304011	1	-1	-1	-1	-1	-1	-1	-1	15	-1	-1	-1	-1	15	0	1		3000	-1	-1	我填了
277	灵巧蛊配方	30202034	1	15	1	20101002	1	20304005	1	-1	-1	-1	-1	-1	-1	-1	3	-1	-1	-1	-1	15	0	1		3000	-1	-1	我填了
278	燕行蛊配方	30202035	1	15	4	20101009	1	20304008	1	-1	-1	-1	-1	-1	-1	-1	9	-1	-1	-1	-1	15	0	1		3000	-1	-1	我填了
279	神行蛊配方	30202036	1	15	7	20101016	1	20304011	1	-1	-1	-1	-1	-1	-1	-1	15	-1	-1	-1	-1	15	0	1		3000	-1	-1	我填了
280	灵巧火配方	30202037	1	12	1	20101003	1	20304003	1	-1	-1	-1	-1	-1	-1	3	-1	-1	-1	-1	-1	12	0	1		3000	-1	-1	我填了
281	燕行火配方	30202038	1	12	4	20101010	1	20304004	1	-1	-1	-1	-1	-1	-1	9	-1	-1	-1	-1	-1	12	0	1		3000	-1	-1	我填了
282	神行火配方	30202039	1	12	7	20101017	1	20304004	1	-1	-1	-1	-1	-1	-1	15	-1	-1	-1	-1	-1	12	0	1		3000	-1	-1	我填了
283	灵巧酒配方	30202040	1	13	1	20101002	1	20304005	1	-1	-1	-1	-1	-1	-1	3	-1	-1	-1	-1	-1	13	0	1		3000	-1	-1	我填了
284	燕行酒配方	30202041	1	13	4	20101009	1	20304008	1	-1	-1	-1	-1	-1	-1	9	-1	-1	-1	-1	-1	13	0	1		3000	-1	-1	我填了
285	神行酒配方	30202042	1	13	7	20101016	1	20304011	1	-1	-1	-1	-1	-1	-1	15	-1	-1	-1	-1	-1	13	0	1		3000	-1	-1	我填了
286	灵巧帖配方	30202043	1	19	1	20101003	1	20304017	1	-1	-1	-1	-1	-1	-1	3	-1	-1	-1	-1	-1	19	0	1		3000	-1	-1	我填了
287	燕行帖配方	30202044	1	19	4	20101010	1	20304018	1	-1	-1	-1	-1	-1	-1	9	-1	-1	-1	-1	-1	19	0	1		3000	-1	-1	我填了
288	神行帖配方	30202045	1	19	7	20101017	1	20304019	1	-1	-1	-1	-1	-1	-1	15	-1	-1	-1	-1	-1	19	0	1		3000	-1	-1	我填了
289	灵巧晶配方	30202046	1	14	1	20101002	1	20304020	1	-1	-1	-1	-1	-1	-1	-1	3	-1	-1	-1	-1	14	0	1		3000	-1	-1	我填了
290	燕行晶配方	30202047	1	14	4	20101009	1	20304021	1	-1	-1	-1	-1	-1	-1	-1	9	-1	-1	-1	-1	14	0	1		3000	-1	-1	我填了
291	神行晶配方	30202048	1	14	7	20101016	1	20304022	1	-1	-1	-1	-1	-1	-1	-1	15	-1	-1	-1	-1	14	0	1		3000	-1	-1	我填了
292	小佛舍利配方	30202049	1	11	1	20101003	1	20304001	1	-1	-1	-1	-1	-1	-1	3	-1	-1	-1	-1	-1	11	0	1		3000	-1	-1	我填了
293	大佛舍利配方	30202050	1	11	4	20101010	1	20304002	1	-1	-1	-1	-1	-1	-1	9	-1	-1	-1	-1	-1	11	0	1		3000	-1	-1	我填了
294	弥勒舍利配方	30202051	1	11	7	20101017	1	20304002	1	-1	-1	-1	-1	-1	-1	15	-1	-1	-1	-1	-1	11	0	1		3000	-1	-1	我填了
295	闪避蛊配方	30202052	1	15	3	20101002	1	20304008	1	-1	-1	-1	-1	-1	-1	-1	7	-1	-1	-1	-1	15	0	1		3000	-1	-1	我填了
296	躲闪蛊配方	30202053	1	15	6	20101009	1	20304011	1	-1	-1	-1	-1	-1	-1	-1	13	-1	-1	-1	-1	15	0	1		3000	-1	-1	我填了
297	菩提舍利配方	30202054	1	11	3	20101003	1	20304001	1	-1	-1	-1	-1	-1	-1	7	-1	-1	-1	-1	-1	11	0	1		3000	-1	-1	我填了
298	罗汉舍利配方	30202055	1	11	6	20101010	1	20304002	1	-1	-1	-1	-1	-1	-1	13	-1	-1	-1	-1	-1	11	0	1		3000	-1	-1	我填了
299	精炼火配方	30202056	1	12	2	20101003	1	20304003	1	-1	-1	-1	-1	-1	-1	5	-1	-1	-1	-1	-1	12	0	1		3000	-1	-1	我填了
300	赤炼火配方	30202057	1	12	5	20101010	1	20304004	1	-1	-1	-1	-1	-1	-1	11	-1	-1	-1	-1	-1	12	0	1		3000	-1	-1	我填了
301	神炼火配方	30202058	1	12	8	20101017	1	20304004	1	-1	-1	-1	-1	-1	-1	17	-1	-1	-1	-1	-1	12	0	1		3000	-1	-1	我填了
302	玄防虫酒配方	30202059	1	13	1	20101004	1	20304005	1	-1	-1	-1	-1	-1	-1	3	-1	-1	-1	-1	-1	13	0	1		3000	-1	-1	我填了
303	玄防药酒配方	30202060	1	13	3	20101007	1	20304008	1	-1	-1	-1	-1	-1	-1	7	-1	-1	-1	-1	-1	13	0	1		3000	-1	-1	我填了
304	玄防蛇酒配方	30202061	1	13	5	20101010	1	20304011	1	-1	-1	-1	-1	-1	-1	11	-1	-1	-1	-1	-1	13	0	1		3000	-1	-1	我填了
305	花子虫酒配方	30202062	1	13	7	20101013	1	20304010	1	-1	-1	-1	-1	-1	-1	15	-1	-1	-1	-1	-1	13	0	1		3000	-1	-1	我填了
306	花子蛇酒配方	30202063	1	13	9	20101016	1	20304013	1	20306026	1	-1	-1	-1	-1	19	-1	-1	-1	3600000	-1	13	0	1		3000	-1	-1	我填了
307	瘴气毒配方	30202064	1	16	2	20101004	1	20304005	1	-1	-1	-1	-1	-1	-1	-1	5	-1	-1	-1	-1	16	0	1		3000	-1	-1	我填了
