INT	STRING	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	FLOAT	FLOAT	FLOAT	STRING	INT	INT
156	小贩	1	60	423	0	10	3	-1	10	20	1	10	1	0	0	9999	9999	9999	9999	100	0	0	0	999	0	3500	0	0	0	0	0	0	0	0	0	0	-1	-1	107	1	1	1.9	100	100	set:CommonNPCHeader1 image:CommonNPCHeader1_15	1000	2000
157	小贩	1	60	423	0	10	3	-1	10	20	1	10	1	0	0	9999	9999	9999	9999	100	0	0	0	999	0	3500	0	0	0	0	0	0	0	0	0	0	-1	-1	107	1	1	1.9	100	100	set:CommonNPCHeader1 image:CommonNPCHeader1_15	1000	2000
158	小贩	1	60	423	0	10	3	-1	10	20	1	10	1	0	0	9999	9999	9999	9999	100	0	0	0	999	0	3500	0	0	0	0	0	0	0	0	0	0	-1	-1	107	1	1	1.9	100	100	set:CommonNPCHeader1 image:CommonNPCHeader1_15	1000	2000
159	普通女青年	1	60	423	0	10	3	-1	10	20	1	10	1	0	0	9999	9999	9999	9999	100	0	0	0	999	0	3500	0	0	0	0	0	0	0	0	0	0	-1	-1	86	1	1	-1	100	100	set:CommonNPCHeader1 image:CommonNPCHeader1_15	1000	2000
160	普通女青年	1	60	423	0	10	3	-1	10	20	1	10	1	0	0	9999	9999	9999	9999	100	0	0	0	999	0	3500	0	0	0	0	0	0	0	0	0	0	-1	-1	86	1	1	-1	100	100	set:CommonNPCHeader1 image:CommonNPCHeader1_15	1000	2000
161	普通女青年	1	60	423	0	10	3	-1	10	20	1	10	1	0	0	9999	9999	9999	9999	100	0	0	0	999	0	3500	0	0	0	0	0	0	0	0	0	0	-1	-1	86	1	1	-1	100	100	set:CommonNPCHeader1 image:CommonNPCHeader1_15	1000	2000
162	贵族女青年	1	60	423	0	10	3	-1	10	20	1	10	1	0	0	9999	9999	9999	9999	100	0	0	0	999	0	3500	0	0	0	0	0	0	0	0	0	0	-1	-1	115	1	1	-1	100	100	set:CommonNPCHeader1 image:CommonNPCHeader1_15	1000	2000
163	贵族女青年	1	60	423	0	10	3	-1	10	20	1	10	1	0	0	9999	9999	9999	9999	100	0	0	0	999	0	3500	0	0	0	0	0	0	0	0	0	0	-1	-1	115	1	1	-1	100	100	set:CommonNPCHeader1 image:CommonNPCHeader1_15	1000	2000
164	贵族女青年	1	60	423	0	10	3	-1	10	20	1	10	1	0	0	9999	9999	9999	9999	100	0	0	0	999	0	3500	0	0	0	0	0	0	0	0	0	0	-1	-1	115	1	1	-1	100	100	set:CommonNPCHeader1 image:CommonNPCHeader1_15	1000	2000
165	贵族女青年	1	60	423	0	10	3	-1	10	20	1	10	1	0	0	9999	9999	9999	9999	100	0	0	0	999	0	3500	0	0	0	0	0	0	0	0	0	0	-1	-1	115	1	1	-1	100	100	set:CommonNPCHeader1 image:CommonNPCHeader1_15	1000	2000
166	农夫	1	60	423	0	10	3	-1	10	20	1	10	1	0	0	9999	9999	9999	9999	100	0	0	0	999	0	3500	0	0	0	0	0	0	0	0	0	0	-1	-1	88	1	1	-1	100	100	set:CommonNPCHeader1 image:CommonNPCHeader1_15	1000	2000
167	农夫	1	60	423	0	10	3	-1	10	20	1	10	1	0	0	9999	9999	9999	9999	100	0	0	0	999	0	3500	0	0	0	0	0	0	0	0	0	0	-1	-1	88	1	1	-1	100	100	set:CommonNPCHeader1 image:CommonNPCHeader1_15	1000	2000
168	文学青年	1	60	423	0	10	3	-1	10	20	1	10	1	0	0	9999	9999	9999	9999	100	0	0	0	999	0	3500	0	0	0	0	0	0	0	0	0	0	-1	-1	75	1	1	-1	100	100	set:CommonNPCHeader1 image:CommonNPCHeader1_15	1000	2000
169	文学青年	1	60	423	0	10	3	-1	10	20	1	10	1	0	0	9999	9999	9999	9999	100	0	0	0	999	0	3500	0	0	0	0	0	0	0	0	0	0	-1	-1	75	1	1	-1	100	100	set:CommonNPCHeader1 image:CommonNPCHeader1_15	1000	2000
170	文学青年	1	60	423	0	10	3	-1	10	20	1	10	1	0	0	9999	9999	9999	9999	100	0	0	0	999	0	3500	0	0	0	0	0	0	0	0	0	0	-1	-1	75	1	1	-1	100	100	set:CommonNPCHeader1 image:CommonNPCHeader1_15	1000	2000
171	江湖壮士	1	60	423	0	10	3	-1	10	20	1	10	1	0	0	9999	9999	9999	9999	100	0	0	0	999	0	3500	0	0	0	0	0	0	0	0	0	0	-1	-1	9	1	1	-1	100	100	set:CommonNPCHeader1 image:CommonNPCHeader1_15	1000	2000
172	江湖壮士	1	60	423	0	10	3	-1	10	20	1	10	1	0	0	9999	9999	9999	9999	100	0	0	0	999	0	3500	0	0	0	0	0	0	0	0	0	0	-1	-1	9	1	1	-1	100	100	set:CommonNPCHeader1 image:CommonNPCHeader1_15	1000	2000
173	江湖壮士	1	60	423	0	10	3	-1	10	20	1	10	1	0	0	9999	9999	9999	9999	100	0	0	0	999	0	3500	0	0	0	0	0	0	0	0	0	0	-1	-1	9	1	1	-1	100	100	set:CommonNPCHeader1 image:CommonNPCHeader1_15	1000	2000
174	医生	1	60	423	0	10	3	-1	10	20	1	10	1	0	0	9999	9999	9999	9999	100	0	0	0	999	0	3500	0	0	0	0	0	0	0	0	0	0	-1	-1	22	1	1	-1	100	100	set:CommonNPCHeader1 image:CommonNPCHeader1_15	1000	2000
175	医生	1	60	423	0	10	3	-1	10	20	1	10	1	0	0	9999	9999	9999	9999	100	0	0	0	999	0	3500	0	0	0	0	0	0	0	0	0	0	-1	-1	22	1	1	-1	100	100	set:CommonNPCHeader1 image:CommonNPCHeader1_15	1000	2000
176	医生	1	60	423	0	10	3	-1	10	20	1	10	1	0	0	9999	9999	9999	9999	100	0	0	0	999	0	3500	0	0	0	0	0	0	0	0	0	0	-1	-1	22	1	1	-1	100	100	set:CommonNPCHeader1 image:CommonNPCHeader1_15	1000	2000
177	普通女侠客	1	60	423	0	10	3	-1	10	20	1	10	1	0	0	9999	9999	9999	9999	100	0	0	0	999	0	3500	0	0	0	0	0	0	0	0	0	0	-1	-1	86	1	1	-1	100	100	set:CommonNPCHeader1 image:CommonNPCHeader1_15	1000	2000
178	普通女侠客	1	60	423	0	10	3	-1	10	20	1	10	1	0	0	9999	9999	9999	9999	100	0	0	0	999	0	3500	0	0	0	0	0	0	0	0	0	0	-1	-1	86	1	1	-1	100	100	set:CommonNPCHeader1 image:CommonNPCHeader1_15	1000	2000
179	普通女侠客	1	60	423	0	10	3	-1	10	20	1	10	1	0	0	9999	9999	9999	9999	100	0	0	0	999	0	3500	0	0	0	0	0	0	0	0	0	0	-1	-1	86	1	1	-1	100	100	set:CommonNPCHeader1 image:CommonNPCHeader1_15	1000	2000
180	普通女侠客	1	60	423	0	10	3	-1	10	20	1	10	1	0	0	9999	9999	9999	9999	100	0	0	0	999	0	3500	0	0	0	0	0	0	0	0	0	0	-1	-1	86	1	1	-1	100	100	set:CommonNPCHeader1 image:CommonNPCHeader1_15	1000	2000
181	名医	1	60	423	0	10	3	-1	10	20	1	10	1	0	0	9999	9999	9999	9999	100	0	0	0	999	0	3500	0	0	0	0	0	0	0	0	0	0	-1	-1	63	1	1	-1	100	100	set:CommonNPCHeader1 image:CommonNPCHeader1_15	1000	2000
182	名医	1	60	423	0	10	3	-1	10	20	1	10	1	0	0	9999	9999	9999	9999	100	0	0	0	999	0	3500	0	0	0	0	0	0	0	0	0	0	-1	-1	63	1	1	-1	100	100	set:CommonNPCHeader1 image:CommonNPCHeader1_15	1000	2000
183	名医	1	60	423	0	10	3	-1	10	20	1	10	1	0	0	9999	9999	9999	9999	100	0	0	0	999	0	3500	0	0	0	0	0	0	0	0	0	0	-1	-1	63	1	1	-1	100	100	set:CommonNPCHeader1 image:CommonNPCHeader1_15	1000	2000
184	名医	1	60	423	0	10	3	-1	10	20	1	10	1	0	0	9999	9999	9999	9999	100	0	0	0	999	0	3500	0	0	0	0	0	0	0	0	0	0	-1	-1	63	1	1	-1	100	100	set:CommonNPCHeader1 image:CommonNPCHeader1_15	1000	2000
185	武器商人	1	60	423	0	10	3	-1	10	20	1	10	1	0	0	9999	9999	9999	9999	100	0	0	0	999	0	3500	0	0	0	0	0	0	0	0	0	0	-1	-1	105	1	0	2.1	100	100	set:CommonNPCHeader1 image:CommonNPCHeader1_15	1000	2000
186	装备商人	1	60	423	0	10	3	-1	10	20	1	10	1	0	0	9999	9999	9999	9999	100	0	0	0	999	0	3500	0	0	0	0	0	0	0	0	0	0	-1	-1	106	1	1	-1	100	100	set:CommonNPCHeader1 image:CommonNPCHeader1_15	1000	2000
187	小男孩	1	60	423	0	10	3	-1	10	20	1	10	1	0	0	9999	9999	9999	9999	100	0	0	0	999	0	3500	0	0	0	0	0	0	0	0	0	0	-1	-1	234	1	1	-1	100	100	set:CommonNPCHeader1 image:CommonNPCHeader1_15	1000	2000
188	小男孩	1	60	423	0	10	3	-1	10	20	1	10	1	0	0	9999	9999	9999	9999	100	0	0	0	999	0	3500	0	0	0	0	0	0	0	0	0	0	-1	-1	235	1	1	-1	100	100	set:CommonNPCHeader1 image:CommonNPCHeader1_15	1000	2000
189	小男孩	1	60	423	0	10	3	-1	10	20	1	10	1	0	0	9999	9999	9999	9999	100	0	0	0	999	0	3500	0	0	0	0	0	0	0	0	0	0	-1	-1	236	1	1	-1	100	100	set:CommonNPCHeader1 image:CommonNPCHeader1_15	1000	2000
190	小女孩	1	60	423	0	10	3	-1	10	20	1	10	1	0	0	9999	9999	9999	9999	100	0	0	0	999	0	3500	0	0	0	0	0	0	0	0	0	0	-1	-1	237	1	1	-1	100	100	set:CommonNPCHeader1 image:CommonNPCHeader1_15	1000	2000
191	小女孩	1	60	423	0	10	3	-1	10	20	1	10	1	0	0	9999	9999	9999	9999	100	0	0	0	999	0	3500	0	0	0	0	0	0	0	0	0	0	-1	-1	238	1	1	-1	100	100	set:CommonNPCHeader1 image:CommonNPCHeader1_15	1000	2000
192	小女孩	1	60	423	0	10	3	-1	10	20	1	10	1	0	0	9999	9999	9999	9999	100	0	0	0	999	0	3500	0	0	0	0	0	0	0	0	0	0	-1	-1	239	1	1	-1	100	100	set:CommonNPCHeader1 image:CommonNPCHeader1_15	1000	2000
193	驿站老板	1	60	423	0	10	3	-1	10	20	1	10	1	0	0	9999	9999	9999	9999	100	0	0	0	999	0	3500	0	0	0	0	0	0	0	0	0	0	-1	-1	91	1	1	-1	100	100	set:CommonNPCHeader1 image:CommonNPCHeader1_15	1000	2000
204	白苗士兵	1	60	423	0	10	3	-1	10	20	1	10	1	0	0	9999	9999	9999	9999	100	0	0	0	999	0	3500	0	0	0	0	0	0	0	0	0	0	-1	-1	33	1	1	-1	100	100	set:CommonNPCHeader1 image:CommonNPCHeader1_15	1000	2000
205	白苗男青年	1	60	423	0	10	3	-1	10	20	1	10	1	0	0	9999	9999	9999	9999	100	0	0	0	999	0	3500	0	0	0	0	0	0	0	0	0	0	-1	-1	33	1	1	-1	100	100	set:CommonNPCHeader1 image:CommonNPCHeader1_15	1000	2000
206	白苗女青年	1	60	423	0	10	3	-1	10	20	1	10	1	0	0	9999	9999	9999	9999	100	0	0	0	999	0	3500	0	0	0	0	0	0	0	0	0	0	-1	-1	209	1	1	-1	100	100	set:CommonNPCHeader1 image:CommonNPCHeader1_15	1000	2000
207	白苗老人	1	60	423	0	10	3	-1	10	20	1	10	1	0	0	9999	9999	9999	9999	100	0	0	0	999	0	3500	0	0	0	0	0	0	0	0	0	0	-1	-1	33	1	1	-1	100	100	set:CommonNPCHeader1 image:CommonNPCHeader1_15	1000	2000
208	白苗小孩	1	60	423	0	10	3	-1	10	20	1	10	1	0	0	9999	9999	9999	9999	100	0	0	0	999	0	3500	0	0	0	0	0	0	0	0	0	0	-1	-1	33	1	1	-1	100	100	set:CommonNPCHeader1 image:CommonNPCHeader1_15	1000	2000
209	白苗贵族男	1	60	423	0	10	3	-1	10	20	1	10	1	0	0	9999	9999	9999	9999	100	0	0	0	999	0	3500	0	0	0	0	0	0	0	0	0	0	-1	-1	33	1	1	-1	100	100	set:CommonNPCHeader1 image:CommonNPCHeader1_15	1000	2000
210	白苗贵族女	1	60	423	0	10	3	-1	10	20	1	10	1	0	0	9999	9999	9999	9999	100	0	0	0	999	0	3500	0	0	0	0	0	0	0	0	0	0	-1	-1	209	1	1	-1	100	100	set:CommonNPCHeader1 image:CommonNPCHeader1_15	1000	2000
211	黑苗士兵	1	60	423	0	10	3	-1	10	20	1	10	1	0	0	9999	9999	9999	9999	100	0	0	0	999	0	3500	0	0	0	0	0	0	0	0	0	0	-1	-1	210	1	1	-1	100	100	set:CommonNPCHeader1 image:CommonNPCHeader1_15	1000	2000
212	黑苗男青年	1	60	423	0	10	3	-1	10	20	1	10	1	0	0	9999	9999	9999	9999	100	0	0	0	999	0	3500	0	0	0	0	0	0	0	0	0	0	-1	-1	210	1	1	-1	100	100	set:CommonNPCHeader1 image:CommonNPCHeader1_15	1000	2000
213	黑苗女青年	1	60	423	0	10	3	-1	10	20	1	10	1	0	0	9999	9999	9999	9999	100	0	0	0	999	0	3500	0	0	0	0	0	0	0	0	0	0	-1	-1	210	1	1	-1	100	100	set:CommonNPCHeader1 image:CommonNPCHeader1_15	1000	2000
214	黑苗老人	1	60	423	0	10	3	-1	10	20	1	10	1	0	0	9999	9999	9999	9999	100	0	0	0	999	0	3500	0	0	0	0	0	0	0	0	0	0	-1	-1	210	1	1	-1	100	100	set:CommonNPCHeader1 image:CommonNPCHeader1_15	1000	2000
215	黑苗小孩	1	60	423	0	10	3	-1	10	20	1	10	1	0	0	9999	9999	9999	9999	100	0	0	0	999	0	3500	0	0	0	0	0	0	0	0	0	0	-1	-1	210	1	1	-1	100	100	set:CommonNPCHeader1 image:CommonNPCHeader1_15	1000	2000
216	黑苗贵族男	1	60	423	0	10	3	-1	10	20	1	10	1	0	0	9999	9999	9999	9999	100	0	0	0	999	0	3500	0	0	0	0	0	0	0	0	0	0	-1	-1	210	1	1	-1	100	100	set:CommonNPCHeader1 image:CommonNPCHeader1_15	1000	2000
217	黑苗贵族女	1	60	423	0	10	3	-1	10	20	1	10	1	0	0	9999	9999	9999	9999	100	0	0	0	999	0	3500	0	0	0	0	0	0	0	0	0	0	-1	-1	210	1	1	-1	100	100	set:CommonNPCHeader1 image:CommonNPCHeader1_15	1000	2000
218	少林方丈	1	60	423	0	10	3	-1	10	20	1	10	1	0	0	9999	9999	9999	9999	100	0	0	0	999	0	3500	0	0	0	0	0	0	0	0	0	0	-1	-1	110	1	1	-1	100	100	set:CommonNPCHeader1 image:CommonNPCHeader1_15	1000	2000
219	少林首座	1	60	423	0	10	3	-1	10	20	1	10	1	0	0	9999	9999	9999	9999	100	0	0	0	999	0	3500	0	0	0	0	0	0	0	0	0	0	-1	-1	110	1	1	-1	100	100	set:CommonNPCHeader1 image:CommonNPCHeader1_15	1000	2000
220	少林老僧	1	60	423	0	10	3	-1	10	20	1	10	1	0	0	9999	9999	9999	9999	100	0	0	0	999	0	3500	0	0	0	0	0	0	0	0	0	0	-1	-1	110	1	1	-1	100	100	set:CommonNPCHeader1 image:CommonNPCHeader1_15	1000	2000
221	大理老僧	1	60	423	0	10	3	-1	10	20	1	10	1	0	0	9999	9999	9999	9999	100	0	0	0	999	0	3500	0	0	0	0	0	0	0	0	0	0	-1	-1	98	1	1	-1	100	100	set:CommonNPCHeader1 image:CommonNPCHeader1_15	1000	2000
222	大理老僧	1	60	423	0	10	3	-1	10	20	1	10	1	0	0	9999	9999	9999	9999	100	0	0	0	999	0	3500	0	0	0	0	0	0	0	0	0	0	-1	-1	98	1	1	-1	100	100	set:CommonNPCHeader1 image:CommonNPCHeader1_15	1000	2000
223	大理老僧	1	60	423	0	10	3	-1	10	20	1	10	1	0	0	9999	9999	9999	9999	100	0	0	0	999	0	3500	0	0	0	0	0	0	0	0	0	0	-1	-1	98	1	1	-1	100	100	set:CommonNPCHeader1 image:CommonNPCHeader1_15	1000	2000
224	少林武僧	1	60	423	0	10	3	-1	10	20	1	10	1	0	0	9999	9999	9999	9999	100	0	0	0	999	0	3500	0	0	0	0	0	0	0	0	0	0	-1	-1	111	1	1	-1	100	100	set:CommonNPCHeader1 image:CommonNPCHeader1_15	1000	2000
225	少林武僧	1	60	423	0	10	3	-1	10	20	1	10	1	0	0	9999	9999	9999	9999	100	0	0	0	999	0	3500	0	0	0	0	0	0	0	0	0	0	-1	-1	111	1	1	-1	100	100	set:CommonNPCHeader1 image:CommonNPCHeader1_15	1000	2000
226	少林文僧	1	60	423	0	10	3	-1	10	20	1	10	1	0	0	9999	9999	9999	9999	100	0	0	0	999	0	3500	0	0	0	0	0	0	0	0	0	0	-1	-1	94	1	1	-1	100	100	set:CommonNPCHeader1 image:CommonNPCHeader1_15	1000	2000
227	少林文僧	1	60	423	0	10	3	-1	10	20	1	10	1	0	0	9999	9999	9999	9999	100	0	0	0	999	0	3500	0	0	0	0	0	0	0	0	0	0	-1	-1	94	1	1	-1	100	100	set:CommonNPCHeader1 image:CommonNPCHeader1_15	1000	2000
228	小和尚	1	60	423	0	10	3	-1	10	20	1	10	1	0	0	9999	9999	9999	9999	100	0	0	0	999	0	3500	0	0	0	0	0	0	0	0	0	0	-1	-1	112	1	1	-1	100	100	set:CommonNPCHeader1 image:CommonNPCHeader1_15	1000	2000
229	老道士	1	60	423	0	10	3	-1	10	20	1	10	1	0	0	9999	9999	9999	9999	100	0	0	0	999	0	3500	0	0	0	0	0	0	0	0	0	0	-1	-1	80	1	1	-1	100	100	set:CommonNPCHeader1 image:CommonNPCHeader1_15	1000	2000
230	老道士	1	60	423	0	10	3	-1	10	20	1	10	1	0	0	9999	9999	9999	9999	100	0	0	0	999	0	3500	0	0	0	0	0	0	0	0	0	0	-1	-1	80	1	1	-1	100	100	set:CommonNPCHeader1 image:CommonNPCHeader1_15	1000	2000
231	老道士	1	60	423	0	10	3	-1	10	20	1	10	1	0	0	9999	9999	9999	9999	100	0	0	0	999	0	3500	0	0	0	0	0	0	0	0	0	0	-1	-1	80	1	1	-1	100	100	set:CommonNPCHeader1 image:CommonNPCHeader1_15	1000	2000
232	青年道士	1	60	423	0	10	3	-1	10	20	1	10	1	0	0	9999	9999	9999	9999	100	0	0	0	999	0	3500	0	0	0	0	0	0	0	0	0	0	-1	-1	122	1	1	-1	100	100	set:CommonNPCHeader1 image:CommonNPCHeader1_15	1000	2000
233	青年道士	1	60	423	0	10	3	-1	10	20	1	10	1	0	0	9999	9999	9999	9999	100	0	0	0	999	0	3500	0	0	0	0	0	0	0	0	0	0	-1	-1	122	1	1	-1	100	100	set:CommonNPCHeader1 image:CommonNPCHeader1_15	1000	2000
234	青年道士	1	60	423	0	10	3	-1	10	20	1	10	1	0	0	9999	9999	9999	9999	100	0	0	0	999	0	3500	0	0	0	0	0	0	0	0	0	0	-1	-1	122	1	1	-1	100	100	set:CommonNPCHeader1 image:CommonNPCHeader1_15	1000	2000
235	青年道姑	1	60	423	0	10	3	-1	10	20	1	10	1	0	0	9999	9999	9999	9999	100	0	0	0	999	0	3500	0	0	0	0	0	0	0	0	0	0	-1	-1	82	1	1	-1	100	100	set:CommonNPCHeader1 image:CommonNPCHeader1_15	1000	2000
236	青年道姑	1	60	423	0	10	3	-1	10	20	1	10	1	0	0	9999	9999	9999	9999	100	0	0	0	999	0	3500	0	0	0	0	0	0	0	0	0	0	-1	-1	82	1	1	-1	100	100	set:CommonNPCHeader1 image:CommonNPCHeader1_15	1000	2000
237	青年道姑	1	60	423	0	10	3	-1	10	20	1	10	1	0	0	9999	9999	9999	9999	100	0	0	0	999	0	3500	0	0	0	0	0	0	0	0	0	0	-1	-1	82	1	1	-1	100	100	set:CommonNPCHeader1 image:CommonNPCHeader1_15	1000	2000
238	老年乞丐	1	60	423	0	10	3	-1	10	20	1	10	1	0	0	9999	9999	9999	9999	100	0	0	0	999	0	3500	0	0	0	0	0	0	0	0	0	0	-1	-1	99	1	1	-1	100	100	set:CommonNPCHeader1 image:CommonNPCHeader1_15	1000	2000
239	老年乞丐	1	60	423	0	10	3	-1	10	20	1	10	1	0	0	9999	9999	9999	9999	100	0	0	0	999	0	3500	0	0	0	0	0	0	0	0	0	0	-1	-1	99	1	1	-1	100	100	set:CommonNPCHeader1 image:CommonNPCHeader1_15	1000	2000
240	青年乞丐	1	60	423	0	10	3	-1	10	20	1	10	1	0	0	9999	9999	9999	9999	100	0	0	0	999	0	3500	0	0	0	0	0	0	0	0	0	0	-1	-1	21	1	1	-1	100	100	set:CommonNPCHeader1 image:CommonNPCHeader1_15	1000	2000
241	青年乞丐	1	60	423	0	10	3	-1	10	20	1	10	1	0	0	9999	9999	9999	9999	100	0	0	0	999	0	3500	0	0	0	0	0	0	0	0	0	0	-1	-1	21	1	1	-1	100	100	set:CommonNPCHeader1 image:CommonNPCHeader1_15	1000	2000
242	西藏喇嘛	1	60	423	0	10	3	-1	10	20	1	10	1	0	0	9999	9999	9999	9999	100	0	0	0	999	0	3500	0	0	0	0	0	0	0	0	0	0	-1	-1	101	1	1	-1	100	100	set:CommonNPCHeader1 image:CommonNPCHeader1_15	1000	2000
243	西藏喇嘛	1	60	423	0	10	3	-1	10	20	1	10	1	0	0	9999	9999	9999	9999	100	0	0	0	999	0	3500	0	0	0	0	0	0	0	0	0	0	-1	-1	101	1	1	-1	100	100	set:CommonNPCHeader1 image:CommonNPCHeader1_15	1000	2000
245	辽国元帅	1	60	423	0	10	3	-1	10	20	1	10	1	0	0	9999	9999	9999	9999	100	0	0	0	999	0	3500	0	0	0	0	0	0	0	0	0	0	-1	-1	58	1	1	-1	100	100	set:CommonNPCHeader1 image:CommonNPCHeader1_15	1000	2000
246	辽国统帅	1	60	423	0	10	3	-1	10	20	1	10	1	0	0	9999	9999	9999	9999	100	0	0	0	999	0	3500	0	0	0	0	0	0	0	0	0	0	-1	-1	58	1	1	-1	100	100	set:CommonNPCHeader1 image:CommonNPCHeader1_15	1000	2000
247	辽国督军	1	60	423	0	10	3	-1	10	20	1	10	1	0	0	9999	9999	9999	9999	100	0	0	0	999	0	3500	0	0	0	0	0	0	0	0	0	0	-1	-1	58	1	1	-1	100	100	set:CommonNPCHeader1 image:CommonNPCHeader1_15	1000	2000
248	北院将军	1	60	423	0	10	3	-1	10	20	1	10	1	0	0	9999	9999	9999	9999	100	0	0	0	999	0	3500	0	0	0	0	0	0	0	0	0	0	-1	-1	28	1	1	-1	100	100	set:CommonNPCHeader1 image:CommonNPCHeader1_15	1000	2000
249	南院将军	1	60	423	0	10	3	-1	10	20	1	10	1	0	0	9999	9999	9999	9999	100	0	0	0	999	0	3500	0	0	0	0	0	0	0	0	0	0	-1	-1	28	1	1	-1	100	100	set:CommonNPCHeader1 image:CommonNPCHeader1_15	1000	2000
250	上京将军	1	60	423	0	10	3	-1	10	20	1	10	1	0	0	9999	9999	9999	9999	100	0	0	0	999	0	3500	0	0	0	0	0	0	0	0	0	0	-1	-1	28	1	1	-1	100	100	set:CommonNPCHeader1 image:CommonNPCHeader1_15	1000	2000
254	辽兵	1	60	423	0	10	3	-1	10	20	1	10	1	0	0	9999	9999	9999	9999	100	0	0	0	999	0	2500	0	0	0	0	0	0	0	0	0	0	-1	-1	27	1	1	-1	100	100	set:CommonNPCHeader1 image:CommonNPCHeader1_15	1000	2000
255	女真武士	1	60	423	0	10	3	-1	10	20	1	10	1	0	0	9999	9999	9999	9999	100	0	0	0	999	0	3500	0	0	0	0	0	0	0	0	0	0	-1	-1	83	1	1	-1	100	100	set:CommonNPCHeader1 image:CommonNPCHeader1_15	1000	2000
256	女真武士	1	60	423	0	10	3	-1	10	20	1	10	1	0	0	9999	9999	9999	9999	100	0	0	0	999	0	3500	0	0	0	0	0	0	0	0	0	0	-1	-1	83	1	1	-1	100	100	set:CommonNPCHeader1 image:CommonNPCHeader1_15	1000	2000
257	西夏将军	1	60	423	0	10	3	-1	10	20	1	10	1	0	0	9999	9999	9999	9999	100	0	0	0	999	0	3500	0	0	0	0	0	0	0	0	0	0	-1	-1	232	1	1	-1	100	100	set:CommonNPCHeader1 image:CommonNPCHeader1_15	1000	2000
258	西夏将军	1	60	423	0	10	3	-1	10	20	1	10	1	0	0	9999	9999	9999	9999	100	0	0	0	999	0	3500	0	0	0	0	0	0	0	0	0	0	-1	-1	233	1	1	-1	100	100	set:CommonNPCHeader1 image:CommonNPCHeader1_15	1000	2000
259	西夏士兵	1	60	423	0	10	3	-1	10	20	1	10	1	0	0	9999	9999	9999	9999	100	0	0	0	999	0	3500	0	0	0	0	0	0	0	0	0	0	-1	-1	231	1	1	-1	100	100	set:CommonNPCHeader1 image:CommonNPCHeader1_15	1000	2000
263	蒙古牧民	1	60	423	0	10	3	-1	10	20	1	10	1	0	0	9999	9999	9999	9999	100	0	0	0	999	0	3500	0	0	0	0	0	0	0	0	0	0	-1	-1	227	1	1	-1	100	100	set:CommonNPCHeader1 image:CommonNPCHeader1_15	1000	2000
264	蒙古牧民	1	60	423	0	10	3	-1	10	20	1	10	1	0	0	9999	9999	9999	9999	100	0	0	0	999	0	3500	0	0	0	0	0	0	0	0	0	0	-1	-1	228	1	1	-1	100	100	set:CommonNPCHeader1 image:CommonNPCHeader1_15	1000	2000
265	蒙古男青年	1	60	423	0	10	3	-1	10	20	1	10	1	0	0	9999	9999	9999	9999	100	0	0	0	999	0	3500	0	0	0	0	0	0	0	0	0	0	-1	-1	229	1	1	-1	100	100	set:CommonNPCHeader1 image:CommonNPCHeader1_15	1000	2000
266	蒙古男青年	1	60	423	0	10	3	-1	10	20	1	10	1	0	0	9999	9999	9999	9999	100	0	0	0	999	0	3500	0	0	0	0	0	0	0	0	0	0	-1	-1	230	1	1	-1	100	100	set:CommonNPCHeader1 image:CommonNPCHeader1_15	1000	2000
269	大理士兵	1	60	423	0	10	3	-1	10	20	1	10	1	0	0	9999	9999	9999	9999	100	0	0	0	999	0	3500	0	0	0	0	0	0	0	0	0	0	-1	-1	51	1	1	-1	100	100	set:CommonNPCHeader1 image:CommonNPCHeader1_15	1000	2000
270	明教男教众	1	60	423	0	10	3	-1	10	20	1	10	1	0	0	9999	9999	9999	9999	100	0	0	0	999	0	3500	0	0	0	0	0	0	0	0	0	0	-1	-1	127	1	1	-1	100	100	set:CommonNPCHeader1 image:CommonNPCHeader1_15	1000	2000
271	明教男教众	1	60	423	0	10	3	-1	10	20	1	10	1	0	0	9999	9999	9999	9999	100	0	0	0	999	0	3500	0	0	0	0	0	0	0	0	0	0	-1	-1	128	1	1	-1	100	100	set:CommonNPCHeader1 image:CommonNPCHeader1_15	1000	2000
272	明教女教众	1	60	423	0	10	3	-1	10	20	1	10	1	0	0	9999	9999	9999	9999	100	0	0	0	999	0	3500	0	0	0	0	0	0	0	0	0	0	-1	-1	15	1	1	-1	100	100	set:CommonNPCHeader1 image:CommonNPCHeader1_15	1000	2000
273	明教女教众	1	60	423	0	10	3	-1	10	20	1	10	1	0	0	9999	9999	9999	9999	100	0	0	0	999	0	3500	0	0	0	0	0	0	0	0	0	0	-1	-1	15	1	1	-1	100	100	set:CommonNPCHeader1 image:CommonNPCHeader1_15	1000	2000
274	明教护法	1	60	423	0	10	3	-1	10	20	1	10	1	0	0	9999	9999	9999	9999	100	0	0	0	999	0	3500	0	0	0	0	0	0	0	0	0	0	-1	-1	180	1	1	-1	100	100	set:CommonNPCHeader1 image:CommonNPCHeader1_15	1000	2000
275	明教护法	1	60	423	0	10	3	-1	10	20	1	10	1	0	0	9999	9999	9999	9999	100	0	0	0	999	0	3500	0	0	0	0	0	0	0	0	0	0	-1	-1	180	1	1	-1	100	100	set:CommonNPCHeader1 image:CommonNPCHeader1_15	1000	2000
